word,meaning
unmistakably,: not capable of being mistaken or misunderstood : clear
unmistrusting,: not mistrusting : ingenuous
unmiter,: to deprive of a miter
unmitigable,: not mitigable
unmitigated,: not lessened : unrelieved
unmitigatedly,: not lessened : unrelieved
unmitigatedness,: not lessened : unrelieved
unmix,: to undo the action of mixing (something)
unmixable,: unable to be mixed : not mixable : incompatible
unmixed,: not mixed
unmodern,: not modern : old-fashioned
unmodernized,: not modernized
unmodest,: immodest
unmodifiable,": not modifiable : unalterable, inflexible"
unmodified,: not altered or modified
unmodish,: not fashionable or stylish : not modish
unmodulated,: not modulated
unmoist,: not moist
unmold,: to remove from a mold
unmolded,: to remove from a mold
unmolested,: not interfered with : not molested : untouched
unmonarch,: to depose from the position of monarch
unmoneyed,: not having money : penniless
unmonitored,": not observed, kept track of, or checked : not monitored"
unmoor,: to loosen from or as if from moorings
unmoored,: to loosen from or as if from moorings
unmoral,: having no moral perception or quality
unmorality,: having no moral perception or quality
unmoralized,: not influenced or guided by a moral sense
unmordanted,: not mordanted
unmortared,: not mortared
unmortgaged,: not mortgaged
unmortified,: not spiritually mortified
unmothered,: deprived of a mother : motherless
unmotherly,: not motherly
unmotivated,: not motivated: such as
unmotived,: unmotivated
unmounted,: not mounted
unmourned,: not mourned
unmovable,: not able to be moved : not movable
unmoved,: not moved
unmoving,: not moving
unmown,: not mown
unmuffle,: to free from something that muffles
unmuffled,: to free from something that muffles
unmurmuring,: not murmuring discontentedly : uncomplaining
unmurmuringly,: not murmuring discontentedly : uncomplaining
unmusical,: not musical: such as
unmusically,: not musical: such as
unmutation,: r�ckumlaut
unmuted,: to allow (something previously muted) to produce sound again : to stop muting (something)
unmutilated,: not mutilated
unmuzzle,: to free from or as if from a muzzle
unmuzzled,: to free from or as if from a muzzle
unmuzzling,: to free from or as if from a muzzle
unmyelinated,: lacking a myelin sheath
unmysterious,: not mysterious
unnail,: to unfasten by removing nails
unnailed,: to unfasten by removing nails
unnamable,: not worthy or capable to be given a name or identified by name : not nameable
unnameable,: not worthy or capable to be given a name or identified by name : not nameable
unnamed,: not having a name or identified by name : not named
unnational,: not belonging to or characteristic of an individual nation
unnatural,: not being in accordance with nature or consistent with a normal course of events
unnaturalize,: to deprive of natural characteristics : make unnatural
unnaturalized,: not having citizenship
unnaturally,: not being in accordance with nature or consistent with a normal course of events
unnaturalness,: not being in accordance with nature or consistent with a normal course of events
unnavigable,: not navigable
unneat,: not neat
unnecessarily,: not by necessity : to an unnecessary degree
unnecessariness,: the quality or state of being unnecessary
unnecessary,: not necessary
unnecessitated,: not necessitated
unneeded,: not required or necessary : not needed
unneedful,": not needful : unnecessary, needless"
unnegotiable,: not able to be negotiated : not negotiable
unneighbored,: having no neighbors
unneighborly,: not neighborly
unnerve,": to deprive of courage, strength, or steadiness"
unnerved,": to deprive of courage, strength, or steadiness"
unnest,: to put out of or as if out of a nest
unneurotic,: not affected with or characteristic of neurosis : not neurotic
unneutral,: not neutral : partisan
unnoble,: not noble : common
unnotched,: not notched
unnoted,": not noted : unobserved, disregarded"
unnoteworthy,": not noteworthy : unremarkable, commonplace"
unnoticeable,: not worthy or likely to be noticed : not noticeable
unnoticeably,: not worthy or likely to be noticed : not noticeable
unnoticed,: not seen or noticed
unnoticing,: not noticing
unnourishing,: not giving nourishment or nutrition : not nourishing
unnumberable,: innumerable
unnumbered,: innumerable
unnurtured,: not nurtured
unobedient,: disobedient
unobeyed,: not obeyed : disobeyed
unobjected,: not objected to
unobjectionable,: not causing or likely to cause objection : not objectionable : inoffensive
unobjective,: not possessing or representing objective reality : subjective
unobligated,: appropriated but remaining uncommitted by contract at the end of a fiscal period
unobliging,: not obliging : disobliging
unobliterated,: not obliterated
unobnoxious,: unliable
unobscured,": not obscured : unhidden, clear"
unobservable,: incapable of being observed : not observable
unobservance,: want or neglect of observance : nonobservance
unobservant,: not observant: such as
unobserved,: not noticed or perceived : not observed
unobserving,": not observing : unnoticing, incurious, inattentive"
unobstinate,": not obstinate : accommodating, agreeable"
unobstructed,: clear or free from obstructions or obstacles : not obstructed
unobtainable,: not capable of being obtained : not available : not obtainable
unobtrusive,": not obtrusive : not blatant, arresting, or aggressive : inconspicuous"
unobtrusively,": not obtrusive : not blatant, arresting, or aggressive : inconspicuous"
unobtrusiveness,": not obtrusive : not blatant, arresting, or aggressive : inconspicuous"
unobvious,: not obvious : not immediately apparent
unoccupancy,: the state of being unoccupied
unoccupied,: not occupied: such as
unoffended,: not offended : not given offense
unoffendedly,: not offended : not given offense
unoffending,: not offending or offensive
unoffensive,: inoffensive
unoffered,: not offered
unofficered,: not provided with or led by officers
unofficial,": not authorized or acknowledged by a government, group, class, or society : not official"
unofficially,": not authorized or acknowledged by a government, group, class, or society : not official"
unofficinal,: not commonly kept in stock by pharmacists
unoften,: not often : seldom
unoiled,: not oiled
Unona,": a genus of tropical Asiatic and African trees, shrubs, or woody vines (family Annonaceae) having flowers with flat spreading petals succeeded by an aggregate of stalked berries"
unopen,": not open : closed, shut, sealed"
unopenable,: incapable of being opened : not openable
unopened,: not opened
unoperated,: not operated upon
unoperative,: inoperative
unopposable,: not opposable
unopposed,: not opposed
unoppressed,: not oppressed especially emotionally
unoppressive,": not oppressive : mild, beneficent"
unordained,: not ordained in the ministry or priesthood
unordered,: not ordered: such as
unorderly,": disorderly, disordered"
unordinary,: not ordinary
unorganizable,: not organizable
unorganized,: not organized: such as
unoriented,: not oriented: such as
unoriginal,: lacking originality : not original
unoriginate,: unoriginated
unoriginated,: not originated : existing from all eternity : uncreated
unoriginative,: having no talent for originating : unoriginal
unornamental,: not used as or decorated by ornament
unornamentally,: not used as or decorated by ornament
unornamented,": having no decorations or ornaments : not ornamented : plain, undecorated"
unorthodox,: not orthodox
unorthodoxly,: not orthodox
unorthodoxy,: the quality or state of being unorthodox
unossified,: not ossified
unostentatious,: not excessively or pretentiously showy or flamboyant : quiet and restrained in taste : not ostentatious
unostentatiously,: not excessively or pretentiously showy or flamboyant : quiet and restrained in taste : not ostentatious
unostentatiousness,: not excessively or pretentiously showy or flamboyant : quiet and restrained in taste : not ostentatious
unowned,: not owned
unoxygenated,: not combined or supplied with oxygen : not oxygenated
unpacific,": not pacific : violent, warlike"
unpack,: to remove the contents of
unpacked,: to remove the contents of
unpacker,: to remove the contents of
unpadded,: not padded
unpaged,: having no page numbers
unpaid,: not paid
unpained,: having no pain : feeling no pain
unpainful,: not painful
unpaintable,: not paintable
unpaintableness,: not paintable
unpainted,: not painted
unpaired,: not paired: such as
unpalatability,: not palatable : distasteful
unpalatable,: not palatable : distasteful
unpalliated,: not palliated : severe
unpalpable,: impalpable
unpalped,: having no palp
unpaper,: to strip paper from
unpapered,: having no paper
unparadise,: to expel from paradise
unparagoned,": having no paragon : unequaled, matchless, peerless"
unparallel,: not parallel
unparallelable,: not capable of being paralleled
unparalleled,: having no parallel
unparalyzed,: not paralyzed
unpardonable,: too bad to be pardoned or forgiven : not pardonable : unforgivable
unpardonably,: too bad to be pardoned or forgiven : not pardonable : unforgivable
unpardoned,: not pardoned :  unforgiven
unpardoning,: not pardoning : withholding forgiveness
unparented,: having no parent or acknowledged parent : orphan
unpark,: to remove from a parking place
unparliamentary,: contrary to the practice of parliamentary bodies
unparted,: not parted : unseparated
unparticipated,": not participated in : unequaled, unique"
unpartisan,: nonpartisan
unpartitioned,: not partitioned : having no partitions
unpassable,": incapable of being traveled, traveled through, or crossed : impassible"
unpassed,: not passed : still to be crossed
unpassioned,: dispassionate
unpasteurized,: not subjected to pasteurization : not pasteurized
unpastoral,: not pastoral: such as
unpatentable,: unable to be patented : not patentable
unpatented,: not patented
unpathed,: not having a path : pathless
unpatient,: impatient
unpatriotic,: not feeling or showing love for or devotion to one's country : not patriotic
unpatriotically,: not feeling or showing love for or devotion to one's country : not patriotic
unpatrolled,: not patrolled especially by sentinels or police
unpatronized,: not patronized : having little or no patronage
unpausing,: continuing without cease
unpausingly,: continuing without cease
unpave,: to remove the paving from
unpaved,": not covered with a firm, level surface of asphalt, concrete, etc. : not paved"
unpawned,: not pawned
unpayable,: not capable of being paid
unpaying,: not paying
unpeace,": lack of peace : strife, disunity, dissension"
unpeaceable,: given to disturbing the peace : dissentient
unpeaceful,": not peaceful : inharmonious, agitated, turbulent"
unpeacefully,": not peaceful : inharmonious, agitated, turbulent"
unpedantic,": not narrowly, dully, or ostentatiously learned or academic : not pedantic"
unpedestal,: to oust from a position of superiority
unpedigreed,: not distinguished by a pedigree
unpeel,": to remove an outer covering (as bark, a rind, or a peel) from"
unpeeled,: not having had the skin or outer layer removed : not peeled
unpeg,: to remove a peg from
unpen,: to release from a pen or from confinement
unpenetrable,: impenetrable
unpenetrated,: not penetrated
unpenned,: not confined by a pen
unpensioned,: not pensioned : having no pension
unpent,": not pent : unconfined, released"
unpeople,: depopulate
unpeopled,: not filled with or occupied by people
unpeopling,: depopulate
unperceived,": not seen, observed, or given notice : not perceived"
unperceptive,: lacking perception : not perceptive
unperch,: to remove from a perch
unpercipient,: unperceiving
unperfect,: imperfect
unperfected,: not perfected
unperforate,: imperforate
unperforated,: having no perforations : imperforate
unperformable,: impossible to perform : not performable
unperformed,: not done or completed
unperforming,: not performing
unperilous,: not perilous : free from danger
unperishable,: imperishable
unperished,: not dead : alive
unperishing,: immortal
unperjured,: not perjured
unpermanent,: impermanent
unpermissive,: not permissive : strict
unpermitted,": not permitted : disallowed, banned"
unperplex,: to free from perplexity
unperplexed,: not perplexed : unbaffled
unperplexing,: to free from perplexity
unpersuadable,: not persuadable : adamant
unpersuadableness,: not persuadable : adamant
unpersuaded,: not convinced to do or believe something : not persuaded
unpersuasive,: not able or tending to persuade : not persuasive
unpersuasively,: not able or tending to persuade : not persuasive
unperturbed,": not worried, upset, or disquieted : not perturbed"
unperverted,: not perverted
unpetticoated,: not wearing a petticoat
unphilosophic,: not in accordance with philosophic knowledge or methods
unphilosophically,: not in accordance with philosophic knowledge or methods
unphonetic,: characterized by or showing lack of regular correspondence of spelling to sound
unphoneticness,: characterized by or showing lack of regular correspondence of spelling to sound
unphysical,": not physical : mental, spiritual"
unphysiological,: not characteristic of or appropriate to an organism's normal functioning
unpick,: to undo by taking out stitches
unpickable,: not pickable or easily pickable
unpicked,: to undo by taking out stitches
unpictorial,: not susceptible to pictorial representation
unpictorially,: not susceptible to pictorial representation
unpicturesque,: not charming or quaint in appearance : not picturesque
unpierceable,: not pierceable
unpierced,: not pierced
unpigmented,: having no pigment : nonpigmented
unpile,: to take or disentangle from a pile
unpiled,: to take or disentangle from a pile
unpillared,: having no pillar
unpillowed,: not resting on a pillow
unpiloted,: having no pilot on board
unpin,: to remove a pin from
unpinion,: to loose from or as if from pinions : free from restraint
unpinioned,: having no pinions
unpinned,: to remove a pin from
unpitiable,: not pitiable
unpitiably,: not pitiable
unpitied,: not pitied
unpitiful,: pitiless
unpitifully,: pitiless
unpitying,: not pitying : unmerciful
unpityingly,: not pitying : unmerciful
unplaced,: not placed : not having a definite or assigned place
unplagued,: not plagued
unplait,: to undo the plaits of
unplaited,: not plaited
unplaned,: not planed
unplank,: to remove the planks from
unplanked,: not planked
unplanned,: not expected or intended : not planned
unplant,: to remove from the soil : uproot
unplantable,: not plantable : infertile
unplanted,: growing spontaneously and freely in nature without human intervention : uncultivated
unplastered,: not plastered : having no plaster
unplastic,: not plastic
unplausible,: not persuasive or believable : not plausible : implausible
unplayable,: not capable of being played or suitable to be played : not playable
unpleasant,: not pleasant : not amiable or agreeable : displeasing
unpleasantly,: not pleasant : not amiable or agreeable : displeasing
unpleasantness,: the quality or state of being unpleasant
unpleasantry,: an unpleasant incident
unpleased,: not happy or satisfied : not pleased
unpleasing,: not giving pleasure : not pleasing
unpleasurable,: not pleasurable : not giving pleasure or satisfaction
unpleasurably,: not pleasurable : not giving pleasure or satisfaction
unpleasure,: lack of pleasure
unpleated,: not pleated : having no pleats
unpledged,: not bound by a pledge or vow
unpliable,: not liable to persuasion : obstinate
unpliableness,: not liable to persuasion : obstinate
unpliancy,: lack of pliancy
unpliant,: not pliant
unplowed,: not having been worked or cleared with a plow : not plowed
unplucked,: not plucked
unplug,: to take a plug out of
unplugged,: acoustic sense 2
unplugging,: to take a plug out of
unplumbed,: not tested with a plumb line
unplume,: to strip of plumes or feathers
unplumed,: not furnished or decorated with plumes
unplundered,: not plundered
unpocket,: to remove from a pocket
unpocketed,: to remove from a pocket
unpoetic,: not poetic
unpointed,: not pointed : having no point
unpoise,: to upset the equilibrium of
unpoised,: not poised : unbalanced
unpoisoned,: not poisoned
unpolarized,: not polarized
unpoliced,: not controlled or regulated by or as if by police : not policed
unpolicied,": impolitic, imprudent"
unpolish,: to deprive of polish
unpolishable,: not polishable
unpolished,: not polished
unpolite,: impolite
unpolitely,: impolite
unpoliteness,: impolite
unpolitic,: impolitic
unpolitical,: apolitical sense 1
unpolled,: not registered as a voter
unpolluted,: not contaminated or made unclean or impure : not polluted
unpolymerized,: not polymerized
unpope,": to divest of the character, office, or authority of a pope"
unpopular,: not popular : viewed or received unfavorably by the public
unpopularity,: not popular : viewed or received unfavorably by the public
unpopularly,: not popular : viewed or received unfavorably by the public
unpopulated,: not populated : not occupied or settled : not inhabited
unportable,: not portable : too bulky or heavy or too complexly or firmly fixed to be easily moved
unposed,: not posed
unpossessed,": having no possessor : unowned, unoccupied"
unpossessedness,": having no possessor : unowned, unoccupied"
unpossessing,: not possessing : lacking a possession
unpossibility,: impossibility
unpossible,: impossible
unpowdered,: not powdered
unpracticable,: impracticable
unpracticableness,: impracticable
unpractical,: not practical : impractical
unpracticality,: impracticality
unpracticed,: not put to use or test : untried
unpraised,: not praised : not extolled in praise
unprayed,: not addressed in prayer
unpreach,: to undo or retract by preaching
unpreaching,: not preaching : failing to preach
unprecarious,: not precarious : safe
unprecedented,": having no precedent : novel, unexampled"
unprecedentedly,": having no precedent : novel, unexampled"
unprecipitated,: not precipitated
unprecise,: imprecise
unprecisely,: imprecise
unpredictable,: not predictable: such as
unpredictably,: not predictable: such as
unpredicted,: not predicted : unforeseen
unpreferred,: not advanced or promoted
unprefixed,: not having a prefix
unpregnant,: inept sense 2
unprejudiced,: not having or showing unfair bias or prejudice : not prejudiced
unprelatical,: not prelatic
unpremeditated,: not characterized by willful intent and forethought : not planned in advance : not premeditated
unpremeditation,: lack of premeditation
unpreoccupied,: not preoccupied
unprepare,: to cause to be unprepared : make unfit or unready
unprepared,: not prepared
unpreparedness,: not prepared
unpreparing,: to cause to be unprepared : make unfit or unready
unprepossessing,: not tending to create a favorable impression : not prepossessing
unprescient,: not prescient : lacking foresight
unprescribed,": not prescribed : free, voluntary"
unpresentable,: not presentable
unpresentableness,: not presentable
unpresented,: not presented
unpressed,: not pressed
unpresuming,: not presumptuous : keeping to an inherited or appropriate social status : modest
unpresumingness,: not presumptuous : keeping to an inherited or appropriate social status : modest
unpresumptuous,: unpresuming
unpresumptuously,: unpresuming
unpretended,": not pretended : real, genuine"
unpretending,: unpretentious
unpretentious,": free from ostentation, elegance, or affectation : modest"
unpretentiously,": free from ostentation, elegance, or affectation : modest"
unpretentiousness,": free from ostentation, elegance, or affectation : modest"
unprettiness,": lack of prettiness : plainness, ugliness"
unpretty,: not pretty: such as
unprevailing,: not culminating or not capable of culminating in success : ineffective
unpreventable,: not preventable : unavoidable
unpreventableness,: not preventable : unavoidable
unpreventably,: not preventable : unavoidable
unprevented,: not prevented
unpricked,: not pricked : not punctured or wounded by a prick
unpriest,: to deprive of priesthood : unfrock
unpriestly,: not priestly : unbefitting a priest
unprime,: not prime
unprimed,: not primed
unprimitive,: not primitive : developed
unprincely,: not princely : exhibiting or being characteristics unbefitting a prince
unprincipled,: lacking moral principles : unscrupulous
unprincipledness,: lacking moral principles : unscrupulous
unprintable,: unfit to be printed
unprinted,: not printed upon
unprison,: to free from prison
unprisoned,: to free from prison
unprivileged,: not privileged
unprized,: not valued or properly valued
unprobed,: not probed : not thoroughly investigated or explored
unproblematic,: not difficult to solve or decide : not problematic
unprocessed,: not processed
unproclaimed,: not proclaimed : unannounced
unproduced,: not produced
unproductive,": not effective in bringing something about : not yielding results, benefits, or profits : not productive"
unprofane,": not profane : holy, saintly"
unprofaned,": not profaned : pure, inviolate"
unprofessed,: not professed
unprofessional,": not exhibiting a courteous, conscientious, or generally businesslike manner in the workplace : not professional"
unprofitable,": not profitable : producing no gain, good, or result"
unprofitableness,": not profitable : producing no gain, good, or result"
unprofitably,": not profitable : producing no gain, good, or result"
unprofited,: profitless
unprogressive,: not progressive
unprogressively,: not progressive
unprohibited,": not prohibited : permitted, allowed"
unprojected,": unplanned, unexpected"
unprolific,: not prolific : infertile
unpromising,: appearing unlikely to prove worthwhile or result favorably
unpromisingly,: appearing unlikely to prove worthwhile or result favorably
unprompted,: not prompted
unpromulgated,: not promulgated
unpronounceable,: impossible or very difficult to say : not pronounceable
unpronounced,: not pronounced
unprop,: to remove a prop from : deprive of support
unproper,: improper
unpropertied,: propertyless
unprophetic,: not prophetic : not foreseeing correctly
unprophetically,: not prophetic : not foreseeing correctly
unpropitious,: not likely to have or produce a good result : not favorable or advantageous : not propitious
unpropitiously,: not likely to have or produce a good result : not favorable or advantageous : not propitious
unpropitiousness,: the quality or state of being unpropitious
unproportionable,: disproportionate
unproportionably,: disproportionate
unproportionate,: disproportionate
unproportionately,: disproportionate
unproportioned,: disproportionate
unpropped,: having no prop : unsupported
unprosecuted,: not prosecuted
unprospected,: not prospected : not investigated especially for minerals
unprosperous,: not flourishing or prosperous
unprostituted,: not prostituted
unprotected,: lacking protection or defense
unprotestantize,: to make other than Protestant : cause to change from Protestantism to another form of religion
unprotested,: not protested : accepted without challenge
unproud,": not proud : modest, meek"
unprovable,: unable to be proved : not provable
unprovably,: unable to be proved : not provable
unproved,: not proved : unproven
unproven,": not tested and shown to be good, true, or useful : not proven"
unprovide,: to deprive of necessary provision
unprovided,": not provided : lacking supplies, equipment, or funds"
unprovidedness,": not provided : lacking supplies, equipment, or funds"
unprovocative,: not provocative
unprovoke,": to rid of a motive, desire, or capability"
unprovoked,: occurring without any identifiable cause or justification : not provoked
unprovoking,: not provoking : not given to provocation
unpruned,: allowed to grow naturally : not pruned
unpublishable,: unprintable
unpublished,: not published: such as
unpulled,: not pulled
unpulverized,: not pulverized
unpumpable,: not capable of being pumped especially for information
unpumped,: not pumped
unpunctual,: not punctual : late or habitually late
unpunctuality,: not punctual : late or habitually late
unpunctuated,: lacking punctuation : not punctuated
unpunishable,: not punishable
unpunishably,: not punishable
unpunished,: not punished
unpurchasable,: not purchasable : too rare or expensive to be or not of a type that can be bought
unpurchased,: not purchased
unpure,: impure
unpurged,: not purged
unpurified,: not purified
unpurposed,: not done from purpose : unintended
unpursued,: not pursued
unput,: not put
unputrefied,: not putrefied
unquailing,": not quailing : dauntless, fearless"
unquailingly,": not quailing : dauntless, fearless"
unqualifiable,: not capable of qualifying
unqualified,: not fit : not having requisite qualifications
unqualifiedly,: not fit : not having requisite qualifications
unqualify,: disqualify
unqualifying,: disqualify
unqualitied,: deprived of the usual faculties
unquantified,: not quantified:
unquarried,: not quarried
unqueen,: to divest of the rank or authority of queen
unquelled,: not quelled
unquenchable,: unable to be quenched
unquenchably,: unable to be quenched
unquenched,": not quenched : unextinguished, unquelled, unsatiated"
unquestionable,: not questionable : indisputable
unquestionably,: not questionable : indisputable
unquestioned,: not doubted or questioned
unquestioning,: not questioning : not expressing or marked by doubt or hesitation
unquestioningly,: not questioning : not expressing or marked by doubt or hesitation
unquickened,": not quickened : not infused with life, energy, or spirit"
unquiet,": not quiet : agitated, turbulent"
unquietly,": not quiet : agitated, turbulent"
unquietness,": not quiet : agitated, turbulent"
unquivering,: not quivering
unquoted,: not quoted
unrailed,: not equipped with a railing
unraised,: not raised
unrake,: to rake off the top or cover of : expose with raking
unraked,: not raked
unrallied,: not rallied : uncollected
unranked,: not ranked
unransacked,: not ransacked
unransomed,: not ransomed
unraptured,": untouched by ecstasy, passion, or transport"
unratable,: not ratable
unrated,: not rated
unratified,: not ratified
unravaged,: not ravaged or pillaged
unravel,: to disengage or separate the threads of : disentangle
unraveled,: to disengage or separate the threads of : disentangle
unraveler,: one that unravels
unraveling,: to disengage or separate the threads of : disentangle
unravelled,: to disengage or separate the threads of : disentangle
unravelling,: to disengage or separate the threads of : disentangle
unravelment,": the act of unraveling or the state of being unraveled : denouement, disentanglement"
unravished,: not ravished
unrazed,: not razed
unrazored,: untouched by a razor : unshaven
unreachable,: incapable of being reached: such as
unreachably,: incapable of being reached: such as
unreached,: not reached
unreactive,: not tending to react : not reactive
unread,: not read : left unexamined
unreadability,: unreadableness
unreadable,: not readable: such as
unreadableness,: the quality or state of being unreadable
unreadably,: in an unreadable manner
unreadily,: not readily or easily : hardly
unreadiness,: not prepared or ready
unready,: not prepared or ready
unreal,": lacking in reality, substance, or genuineness : artificial, illusory"
unrealism,: lack of realism : failure of verisimilitude : ineptitude in dealing with reality
unrealist,: one who exhibits unrealism in words or action
unrealistic,: not realistic : inappropriate to reality or fact
unreality,: the quality or state of being unreal : lack of substance or validity
unrealizable,: incapable of being effected or accomplished : not realizable
unrealize,: to make unreal : deprive of substance or validity : make fanciful
unrealized,: not realized: such as
unrealizing,: to make unreal : deprive of substance or validity : make fanciful
unreally,: in an unreal manner : not genuinely : improbably
unreaped,: not reaped
unreason,": the absence of reason or sanity : irrationality, madness"
unreasonable,: not governed by or acting according to reason
unreasonableness,: not governed by or acting according to reason
unreasonably,: not governed by or acting according to reason
unreasoned,: not founded on reason or reasoning
unreasoning,: not reasoning
unreasoningly,: not reasoning
unreave,: unravel
unrebated,": undiminished, unreduced"
unrebukable,: not deserving rebuke or censure : blameless
unrebuked,: not rebuked : unreproved
unrebuttable,: not rebuttable
unrecalled,: not recalled
unreceivable,: not receivable : unacceptable
unreceived,: not received : not acknowledged or accepted
unreceptive,: not responsive or receptive
unrecited,: not recited
unrecking,: not recking : heedless
unreckonable,: not reckonable : incalculable
unreckoned,": not reckoned, counted, or calculated"
unreclaimable,: incapable of being reclaimed
unreclaimably,: incapable of being reclaimed
unreclaimed,: not reclaimed: such as
unrecognition,: want of recognition
unrecognizable,: incapable of being identified or recognized : not recognizable
unrecognizableness,: incapable of being identified or recognized : not recognizable
unrecognizably,: incapable of being identified or recognized : not recognizable
unrecognized,: not recognized: such as
unrecognizing,: not recognizing
unrecognizingly,: in an unrecognizing manner
unrecollected,: not recollected
unrecompensed,: not recompensed
unreconcilable,: impossible to reconcile : irreconcilable
unreconcilably,: impossible to reconcile : irreconcilable
unreconciled,: not reconciled
unreconstructed,": not reconciled to some political, economic, or social change"
unrecorded,: not recorded: such as
unrecoverable,": unable to be recovered, recaptured, or regained : hopelessly lost : irrecoverable"
unrecovered,: not recovered
unrecruited,: not recruited
unrectified,: not rectified
unredeemable,: unable to be redeemed or made better : irredeemable
unredeemed,: not redeemed
unredressed,: not set right : not compensated for : not redressed
unreduced,: not reduced
unreducible,: irreducible
unreel,: to unwind from a reel
unreelable,: incapable of being wound on a reel
unreeled,: to unwind from a reel
unreeling,: to unwind from a reel
unreeve,: to withdraw (a rope) from an opening (such as a ship's block or thimble)
unreeving,: to withdraw (a rope) from an opening (such as a ship's block or thimble)
unrefined,: not refined: such as
unreflected,: not reflected on : unconsidered
unreflecting,: not reflecting : unthinking
unreflectingly,: in an unreflecting manner : thoughtlessly
unreflective,: not reflective: such as
unreflectively,: in an unreflective manner : thoughtlessly
unreformable,: incorrigible
unreformed,: not reformed : uncorrected
unreformedness,: the quality or state of being unreformed
unrefracted,: not refracted
unrefreshed,: not refreshed
unrefreshing,: not refreshing
unrefreshingly,: not refreshing
unrefrigerated,: not refrigerated: such as
unrefusable,: not refusable
unrefutable,: irrefutable
unrefuted,: not refuted
unregal,: not regal
unregarded,: not regarded : ignored
unregardful,: not regardful
unregeneracy,: the quality or state of being unregenerate
unregenerate,: not regenerate
unregenerately,: not regenerate
unregimented,: not organized or disciplined in military regiments
unregistered,: not registered: such as
unregretful,: not regretful
unregretfully,: not regretfully
unregretted,: not regretted : unlamented
unregular,: irregular
unregulated,: not regulated: such as
unrehearsed,: not practiced or prepared : not rehearsed : spontaneous
unrein,: to loosen the reins of : remove restraint from
unrejoicing,: not rejoicing
unrelated,: not related: such as
unrelatedness,: the quality or state of being unrelated
unrelative,": unrelated, disproportionate"
unrelaxed,: not at rest or at ease : not relaxed
unrelaxing,: not relaxing
unreleased,: not released
unrelenting,": not softening or yielding in determination : hard, stern"
unrelentingly,": not softening or yielding in determination : hard, stern"
unrelentingness,: the quality or state of being unrelenting
unreliability,": not reliable : undependable, untrustworthy"
unreliable,": not reliable : undependable, untrustworthy"
unreliably,": not reliable : undependable, untrustworthy"
unrelievable,: not relievable
unrelieved,: not relieved
unrelievedly,: not relieved
unreligious,: irreligious
unreligiously,: irreligious
unrelinquished,: not relinquished
unreluctant,: not reluctant
unreluctantly,: not reluctantly
unremarkable,": unworthy or unlikely to be noticed : not remarkable : common, ordinary"
unremarked,: not remarked : unnoticed
unremedied,: not remedied
unrememberable,: not worth remembering or likely to be remembered
unremembered,": not recorded, commemorated, or held in memory : not remembered"
unremembering,": not remembering : forgetful, oblivious"
unremitted,: not remitted : unpardoned
unremittedly,: in an unremitted manner : without interruption : steadily
unremittent,: unremitting
unremitting,": not remitting : constant, incessant"
unremittingly,": not remitting : constant, incessant"
unremorseful,: not remorseful:
unremovable,: not able to be removed or eliminated : not removable
unremoved,: not removed:
unremunerated,: not remunerated : unpaid
unremunerative,: not remunerative : returning no gain or profit or an inadequate one : unrewarding
unrenderable,: not renderable : untranslatable
unrenewed,: not renewed
unrenowned,: not renowned : little known : obscure
unrent,: not rent : untorn
unrentable,: incapable of being rented
unrepaid,: not repaid
unrepair,: want of repair : disrepair
unrepaired,: not repaired
unrepealable,: not repealable : irrevocable
unrepealed,: not repealed : remaining in force or effect : unrevoked
unrepeatable,: not able to be repeated : not repeatable
unrepeated,: not repeated
unrepelled,: not repelled
unrepentance,: impenitence
unrepentant,: not feeling or exhibiting shame or remorse : not repentant
unrepentantly,: not feeling or exhibiting shame or remorse : not repentant
unrepented,: not repented : not regretted and renounced
unrepenting,: not repenting
unrepining,: not repining : uncomplaining
unrepiningly,: in an unrepining manner : uncomplainingly
unreplaceable,: irreplaceable
unreplenished,: not replenished
unreplying,: not replying
unreportable,: too extreme or monstrous to report : unspeakable
unreported,: kept private or hidden : not reported
unrepresentative,: not representative: such as
unrepresented,: not represented
unrepressed,: fully expressed : not repressed
unreprieved,: not reprieved
unreproachable,: irreproachable
unreproached,: not reproached
unreproachful,: not reproachful
unreproaching,: not reproaching
unreproducible,: not reproducible
unreprovable,: not open to reproof : not meriting censure : blameless
unreproved,: not reproved
unrepugnant,: not repugnant : causing or offering no opposition
unrequested,: not requested : unasked
unrequired,: not required
unrequisite,: not requisite
unrequitable,: incapable of being requited : not returnable in kind
unrequited,: not requited : not reciprocated or returned in kind
unresembling,: not resembling : dissimilar
unresented,: not resented
unresentful,: not resentful
unresenting,: not resenting
unreserve,: absence of reserve : frankness
unreserved,": not limited or partial : entire, unqualified"
unreservedly,": not limited or partial : entire, unqualified"
unreservedness,": not limited or partial : entire, unqualified"
unresistant,": not giving, capable of, or exhibiting resistance : not resistant"
unresisted,: not resisted : not withstood : unopposed
unresistedly,: not resisted : not withstood : unopposed
unresistible,: irresistible
unresisting,: not resisting : yielding
unresistingly,: not resisting : yielding
unresolvable,": not able to be settled, solved, or brought to resolution : not resolvable"
unresolve,: to revoke a resolution
unresolved,": not settled, solved, or brought to resolution : not resolved"
unresolvedness,: irresolution
unresolving,: not resolving
unresounding,: not resounding
unrespectable,: not worthy of or inspiring respect : not respectable
unrespected,: accorded no respect
unrespectful,: not respectful : disrespectful
