word,meaning
elecampane,: a large coarse Eurasian composite herb (Inula helenium) that has yellow ray flowers and is naturalized in the U.S.
elect,: carefully selected : chosen
electable,: capable of being elected (as to public office)
election,: an act or process of electing
electioneer,: to take an active part in an election
electioneerer,: to take an active part in an election
elective,: chosen or filled by popular election
electively,: chosen or filled by popular election
electiveness,: chosen or filled by popular election
elector,: a person qualified to vote in an election
electoral,: of or relating to an elector
electorally,: of or relating to an elector
electorate,": the territory, jurisdiction, or dignity of a German elector"
electorial,: electoral
Electra,: a sister of Orestes who aids him in killing their mother Clytemnestra
electress,: the wife or widow of a German elector
electret,: a dielectric body in which a permanent state of electric polarization has been set up
electric,": of, relating to, or operated by electricity"
electrical,": of, relating to, or operated by electricity"
electrically,": of, relating to, or operated by electricity"
electrician,": one who installs, maintains, operates, or repairs electrical equipment"
electricity,: a fundamental form of energy observable in positive and negative forms that occurs naturally (as in lightning) or is produced (as in a generator) and that is expressed in terms of the movement and interaction of electrons
electrics,": of, relating to, or operated by electricity"
electrification,: an act or process of electrifying
electrifier,: one that electrifies
electrify,: to charge with electricity
electro,: electricity
electroacoustic,: a science that deals with the transformation of acoustic energy into electric energy or vice versa
electroanalysis,: chemical analysis by electrolytic methods
electroanalytic,: chemical analysis by electrolytic methods
electroanalytical,: chemical analysis by electrolytic methods
electroanesthesia,: anesthesia produced by means of electrical stimulation
electrobiological,: a branch of biology that deals with electrical phenomena in living organisms
electrobiologist,: a specialist in electrobiology
electrobiology,: a branch of biology that deals with electrical phenomena in living organisms
electrocapillarity,: a change in the surface tension between two immiscible liquids when an electric current passes through the interface from one to the other (as in capillary tubes)
electrocapillary,: a change in the surface tension between two immiscible liquids when an electric current passes through the interface from one to the other (as in capillary tubes)
electrocardiogram,: the tracing made by an electrocardiograph
electrocardiograph,: an instrument for recording the changes of electrical potential occurring during the heartbeat used especially in diagnosing abnormalities of heart action
electrocardiographic,: an instrument for recording the changes of electrical potential occurring during the heartbeat used especially in diagnosing abnormalities of heart action
electrocardiography,: an instrument for recording the changes of electrical potential occurring during the heartbeat used especially in diagnosing abnormalities of heart action
electrocauterization,: electrocautery sense 2
electrocautery,: cauterization of tissue by means of an instrument heated by an electric current
electrochemical,: a science that deals with the relation of electricity to chemical changes and with the interconversion of chemical and electrical energy
electrochemically,: a science that deals with the relation of electricity to chemical changes and with the interconversion of chemical and electrical energy
electrochemist,: a science that deals with the relation of electricity to chemical changes and with the interconversion of chemical and electrical energy
electrochemistry,: a science that deals with the relation of electricity to chemical changes and with the interconversion of chemical and electrical energy
electrocoagulation,: the surgical coagulation of tissue by diathermy
electrocontractility,: contractility (as of a muscle) in response to electric stimulation
electrocorticogram,: an electroencephalogram made with the electrodes in direct contact with the brain
electrocute,: to kill or severely injure by electric shock
electrocution,: to kill or severely injure by electric shock
electrode,: a conductor used to establish electrical contact with a nonmetallic part of a circuit
electrodeless,: a discharge produced in the neighborhood of a high-frequency alternating current under certain conditions through a gas contained in a closed tube without electrodes
electrodeposit,: a deposit formed in or at an electrode by electrolysis
electrodeposition,: a deposit formed in or at an electrode by electrolysis
electrodesiccate,: the drying up of tissue by a high-frequency electric current applied with a needle-shaped electrode
electrodesiccation,: the drying up of tissue by a high-frequency electric current applied with a needle-shaped electrode
electrodiagnosis,: diagnosis based on electrodiagnostic tests or procedures
electrodialysis,: dialysis accelerated by an electromotive force applied to electrodes adjacent to the membranes
electrodialyze,: dialysis accelerated by an electromotive force applied to electrodes adjacent to the membranes
electrodialyzer,: dialysis accelerated by an electromotive force applied to electrodes adjacent to the membranes
electrodynamic,": a branch of physics that deals with the effects arising from the interactions of electric currents with magnets, with other currents, or with themselves"
electrodynamics,": a branch of physics that deals with the effects arising from the interactions of electric currents with magnets, with other currents, or with themselves"
electrodynamometer,: an ammeter or galvanometer in which the torque due to the reaction between two coils in series with each other is balanced by a spiral spring
electroencephalogram,: the tracing of brain waves made by an electroencephalograph
electroencephalograph,: an apparatus for detecting and recording brain waves
electroencephalography,: an apparatus for detecting and recording brain waves
electroendosmosis,: electroosmosis
electroendosmotic,: electroosmosis
electroextraction,: extraction (as of metals from ores) by electrochemical processes
electroform,: to form (shaped articles) by electrodeposition on a mold
electroforming,: to form (shaped articles) by electrodeposition on a mold
electrogalvanize,: to electroplate with zinc
electrogenesis,: of or relating to the production of electrical activity in living tissue
electrograph,: a phototelegraphic apparatus for the electrical transmission of pictures
electrographic,": relating to, involving, or produced by the use of electrodes implanted directly in living tissue"
electrographite,: artificial graphite produced by heating carbon (such as petroleum coke) in an electric furnace
electrography,": relating to, involving, or produced by the use of electrodes implanted directly in living tissue"
electrohydraulic,: of or relating to a combination of electric and hydraulic mechanisms
electrokinetic,: of or relating to the motion of particles or liquids that results from or produces a difference of electric potential
electrokinetics,: a branch of physics dealing with the motion of electric currents or charged particles
electrolier,: a support for electric lamps
electrologist,: a person who removes hair by means of an electric current applied to the body with a needle-shaped electrode
electrology,: a person who removes hair by means of an electric current applied to the body with a needle-shaped electrode
electroluminescence,: of or relating to luminescence resulting from a high-frequency discharge through a gas or from application of a current to a layer of phosphor
electroluminescent,: of or relating to luminescence resulting from a high-frequency discharge through a gas or from application of a current to a layer of phosphor
electrolysis,: the producing of chemical changes by passage of an electric current through an electrolyte
electrolyte,: a nonmetallic electric conductor in which current is carried by the movement of ions
electrolytic,: of or relating to electrolysis or an electrolyte
electrolytically,: of or relating to electrolysis or an electrolyte
electrolyze,: to subject to electrolysis
electromagnet,: a core of magnetic material (such as iron) surrounded by a coil of wire through which an electric current is passed to magnetize the core
electromagnetic,": of, relating to, or produced by electromagnetism"
electromagnetically,": of, relating to, or produced by electromagnetism"
electromagnetics,: electromagnetism sense 2b
electromagnetism,: magnetism developed by a current of electricity
electromechanical,": of, relating to, or being a mechanical process or device actuated or controlled electrically"
electromechanics,: a branch of electrodynamics that deals with the mechanical forces involved in electric circuits
electromer,: one of two or more substances that differ only in the distribution of electrons  � compare resonance
electromeric,: one of two or more substances that differ only in the distribution of electrons  � compare resonance
electrometallurgical,: of or relating to electrometallurgy
electrometallurgist,: a specialist in electrometallurgy
electrometallurgy,: a branch of metallurgy that deals with the application of electric current either for electrolytic deposition or as a source of heat
electrometer,: any of various instruments for detecting or measuring potential differences or ionizing radiations by means of the forces of attraction or repulsion between charged bodies
electrometric,: any of various instruments for detecting or measuring potential differences or ionizing radiations by means of the forces of attraction or repulsion between charged bodies
electromotive,": of, relating to, or tending to produce an electric current"
electromyographic,: an instrument that converts the electrical activity associated with functioning skeletal muscle into a visual record or into sound and is used to diagnose neuromuscular disorders and in biofeedback training
electron,: an elementary particle consisting of a charge of negative electricity equal to about 1.602 � 10−19 coulomb and having a mass when at rest of about 9.109 � 10−31 kilogram or about �/₁₈₃₆ that of a proton
electronarcosis,: unconsciousness induced by passing a weak electric current through the brain and used in treating certain mental illnesses
electronegative,: having a tendency to attract electrons
electronic,: of or relating to electrons
electronics,": a branch of physics that deals with the emission, behavior, and effects of electrons (as in electron tubes and transistors) and with electronic devices"
electronographic,: done by or designed for electronography
electrooptic,: of or relating to electro-optics
electrooptical,: of or relating to electro-optics
electrooptically,: of or relating to electro-optics
electrooptics,: a branch of physics that deals with the effects of an electric field on light traversing it
electroosmosis,: the movement of a liquid out of or through a porous material or a biological membrane under the influence of an electric field
electroosmotic,: the movement of a liquid out of or through a porous material or a biological membrane under the influence of an electric field
electroosmotically,: the movement of a liquid out of or through a porous material or a biological membrane under the influence of an electric field
electrophone,": any of a class of musical instruments (such as a synthesizer or electric organ) whose sound is generated electronically  � compare aerophone, chordophone, idiophone, lamellophone"
electrophoresis,: the movement of suspended particles through a medium (such as paper or gel) under the action of an electromotive force applied to electrodes in contact with the suspension
electrophoretic,: the movement of suspended particles through a medium (such as paper or gel) under the action of an electromotive force applied to electrodes in contact with the suspension
electrophorus,: a device for producing electric charges consisting of a disk that is negatively electrified by friction and a metal plate that becomes charged by induction when placed on the disk
electrophrenic,: relating to or induced by electrical stimulation of the phrenic nerve
electrophysiological,: physiology that is concerned with the electrical aspects of physiological phenomena
electrophysiologist,: physiology that is concerned with the electrical aspects of physiological phenomena
electrophysiology,: physiology that is concerned with the electrical aspects of physiological phenomena
electropism,:  electrotropism
electroplate,: to plate with an adherent continuous coating by electrodeposition
electroplater,: one that electroplates : plater
electroplating,: to plate with an adherent continuous coating by electrodeposition
electroplax,: one of the flattened plates of modified muscle constituting the typical structural element of the electric organ of some fishes
electropneumatic,: of or relating to a combination of electrical and pneumatic effects : operated by electric and pneumatic power
electropneumatically,: of or relating to a combination of electrical and pneumatic effects : operated by electric and pneumatic power
electropositive,: having a tendency to release electrons
electropult,: an electrical catapult for accelerating airplanes to takeoff speed on a short runway that consists of a car and a track which react with each other as the stator and rotor of an induction motor to give the car great acceleration when enormous electrical power is supplied for a short time
electroreduction,: reduction at the cathode in an electrolytic cell
electroscope,": any of various instruments for detecting the presence of an electric charge on a body, for determining whether the charge is positive or negative, or for indicating and measuring intensity of radiation"
electroshock,: shock entry 1 sense 3
electrostatic,: of or relating to static electricity or electrostatics
electrostatically,: of or relating to static electricity or electrostatics
electrostatics,: physics that deals with phenomena due to attractions or repulsions of electric charges but not dependent upon their motion
electrosteel,: electric steel
electrostriction,: deformation of a dielectric body as the result of an applied electric field
electrosurgery,: surgery by means of diathermy
electrosurgical,: surgery by means of diathermy
electrosynthesis,: synthesis accomplished with the aid of electricity
electrosynthetic,: synthesis accomplished with the aid of electricity
electrosynthetically,: synthesis accomplished with the aid of electricity
electrotactic,: of or relating to electrotaxis
electrotaxis,: movement in which an electric current constitutes the directive factor : galvanotaxis
electrotechnic,: of or relating to electrotechnology
electrotechnical,: of or relating to electrotechnology
electrotechnician,: a specialist in electrotechnology
electrotechnics,: electrotechnology
electrotechnology,: a science that deals with the practical application of electricity
electrotherapist,: one that practices electrotherapy
electrotherapy,: the therapeutic use of electricity
electrothermal,: relating to or combining electricity and heat
electrotonic,": of, induced by, relating to, or constituting electrotonus"
electrotonicity,: electrotonus
electrotonus,: the altered sensitivity of a nerve when a constant current of electricity passes through any part of it
electrotropic,: of or relating to electrotropism
electrotropism,: bodily orientation in relation to an electric current : galvanotropism
electrotype,: a duplicate printing surface made by an electroplating process
electrotyper,: a duplicate printing surface made by an electroplating process
electrotyping,: a duplicate printing surface made by an electroplating process
electrovalence,: valence characterized by the transfer of one or more electrons from one atom to another with the formation of ions (as in sodium chloride and other simple salts)
electrovalency,: valence characterized by the transfer of one or more electrons from one atom to another with the formation of ions (as in sodium chloride and other simple salts)
electroviscous,: the effect of the presence of ions upon the viscosity of a solution or suspension
electrum,: a natural pale yellow alloy of gold and silver
electuary,: confection sense 2b
eleemosynary,": of, relating to, or supported by charity"
elegance,: refined grace or dignified propriety : urbanity
elegancy,: elegance
elegant,: marked by elegance
elegantly,: marked by elegance
elegiac,": of, relating to, or consisting of two dactylic hexameter lines the second of which lacks the arsis in the third and sixth feet"
elegiacal,": of, relating to, or consisting of two dactylic hexameter lines the second of which lacks the arsis in the third and sixth feet"
elegiambus,: a verse in classical Greek or Latin poetry composed of half an elegiac pentameter and four iambic feet
elegiast,: elegist
elegist,: a composer of an elegy
elegit,: a judicial writ of execution by which a defendant's goods and if necessary his or her lands are delivered for debt to the plaintiff until the debt is paid
elegize,: to write an elegy
elegy,: a poem in elegiac couplets
eleidin,: a substance related to keratin and occurring in small granules that stain deeply with hematoxylin and are located in the cells of the stratum lucidum of the epidermis
element,": any of the four substances air, water, fire, and earth formerly believed to compose the physical universe"
elemental,": of, relating to, or being an element"
elementalism,": a tendency to postulate a separation into independent entities or elements of things (such as mind and body, space and time) that can be only verbally so separated"
elementalistic,": a tendency to postulate a separation into independent entities or elements of things (such as mind and body, space and time) that can be only verbally so separated"
elementalistically,": a tendency to postulate a separation into independent entities or elements of things (such as mind and body, space and time) that can be only verbally so separated"
elementally,": of, relating to, or being an element"
elementarily,": of, relating to, or dealing with the simplest elements or principles of something"
elementariness,": of, relating to, or dealing with the simplest elements or principles of something"
elementary,": of, relating to, or dealing with the simplest elements or principles of something"
elemi,": any of various fragrant oleoresins from tropical trees (family Burseraceae) used chiefly in varnishes, lacquers, and printing inks"
elemicin,: a liquid ether C12H16O3 found in some essential oils (such as oil of Manila elemi)
elench,: elenchus
elenchi,: refutation
elenchtic,: serving to refute
elenchtical,: serving to refute
elenctic,: serving to refute
elenge,": tedious, remote, miserable, dreary"
Eleocharis,: a genus of sedges (family Cyperaceae) with dense spikes of flowers and leaves reduced to basal sheaths
eleolite,: nepheline
eleoptene,: the liquid portion of any natural essential oil that partly solidifies in the cold  � compare stearoptene
eleostearic,": a crystalline unsaturated fatty acid C4H9(CH:CH)3(CH2)7COOH that exists in two stereoisomeric forms, (1) the alpha acid occurring as the glycerol ester especially in tung oil and (2) the beta acid obtained from the alpha acid by irradiation; 9, 11, 13-octa-deca-trien-oic acid"
elephant,": a thickset, usually extremely large, nearly hairless, herbivorous mammal (family Elephantidae, the elephant family) that has a snout elongated into a muscular trunk and two incisors in the upper jaw developed especially in the male into long ivory tusks:"
elephanta,island of western India on an inlet of the Arabian Sea
elephantiasic,: affected with or characteristic of elephantiasis
elephantiasis,: enlargement and thickening of tissues (as from chronic lymphedema)
elephantic,: elephantine
Elephantidae,: a family of bulky mammals (order Proboscidea) comprising the recent elephants and related extinct forms (such as the mammoths) that differ from these chiefly in respect to their dentition and in former classifications including also the mastodons
elephantine,: having enormous size or strength : massive
elephantoid,": resembling, affected by, or relating to elephantiasis"
Elephantopus,: a genus of alternate-leaved perennial American herbs (family Compositae) with agglomerate bracted heads of blue or purple flowers
Elephas,: the type genus of the family Elephantidae comprising the Asian elephant and extinct related forms and formerly being nearly coextensive with Elephantidae
Elettaria,: a genus of East Indian herbs (family Zingiberaceae) having lanceolate sheathing leaves and small purple-striped flowers in a long spike  � see cardamom
Eleusine,": a genus of grasses with digitate or rarely scattered spikes consisting of many-flowered spikelets  � see ragi, yard grass"
Eleusinian,: of or relating to ancient Eleusis or to the religious mysteries celebrated there in worship of Demeter and Persephone
Eleut,:  kalmuck
Eleutheria,: a genus of atypical hermaphroditic hydrozoan jellyfishes
Eleutherodactylus,: a large genus of small chiefly tropical New World frogs (family Bufonidae or Leptodactylidae) that commonly complete metamorphosis within the egg
Eleutherozoa,": a subphylum or other division of Echinodermata including the Asteroidea, Ophiuroidea, Echinoidea, and Holothurioidea"
eleutherozoan,": a subphylum or other division of Echinodermata including the Asteroidea, Ophiuroidea, Echinoidea, and Holothurioidea"
elevate,: elevated
elevated,: raised especially above the ground or other surface
elevating,: elevated
elevation,: the height to which something is elevated: such as
elevator,: one that raises or lifts something up: such as
elevatory,: tending to elevate
eleven,: a number that is one more than 10  � see Table of Numbers
eleventh,: a number that is one more than 10  � see Table of Numbers
elevon,: an airplane control surface that combines the functions of elevator and aileron
elf,: a small often mischievous fairy
elfin,": of, relating to, or produced by an elf"
elfinwood,: krummholz
elfish,: a small often mischievous fairy
elfishly,: a small often mischievous fairy
elfland,: fairyland
elflock,: hair matted as if by elves
elfwort,: elecampane
Eli,: a judge and priest of Israel who according to the account in I Samuel was entrusted with the care of the boy Samuel
Elia,: a young sheep
Elian,": of, relating to, or like the essayist Lamb or his writing"
Elias,: elijah
eliasite,: gummite
elicit,": to call forth or draw out (something, such as information or a response)"
elicitable,: capable of being elicited
elicitate,: elicit
elicitation,": to call forth or draw out (something, such as information or a response)"
elicitor,": to call forth or draw out (something, such as information or a response)"
elide,": to suppress or alter (something, such as a vowel or syllable) by elision"
elidible,: capable of being elided
eligibility,": the quality or state of being eligible : fitness or suitability to be chosen, selected, or allowed to do something"
eligible,: qualified to participate or be chosen
eligibleness,: eligibility
eligibly,: qualified to participate or be chosen
Elijah,: a Hebrew prophet of the ninth century b.c. who according to the account in I Kings championed the worship of Jehovah as against Baal
eliminable,: capable of being eliminated
eliminant,: an agent that promotes bodily elimination
eliminate,: to put an end to or get rid of : remove
elimination,": the act, process, or an instance of eliminating or discharging: such as"
eliminative,: to put an end to or get rid of : remove
eliminator,: to put an end to or get rid of : remove
Elinvar,": an alloy that contains about 50 percent iron, 36 percent nickel, and 12 percent chromium, that has low thermal expansivity and a modulus of elasticity virtually unaffected by changes in temperature, and that is used for springs for watches and other precise instruments"
Eliot,Charles William 1834�1926 American educator; president Harvard University (1869�1909)
eliquate,: to cause to flow freely : liquefy
eliquation,: liquefaction
Elisha,: a Hebrew prophet and disciple and successor of Elijah
elision,: the use of a speech form that lacks a final or initial sound which a variant speech form has (such as 's instead of is in there's)
elisor,: a judicial officer appointed to act in the stead of a sheriff when the sheriff and any other authorized official (as a coroner) are unable or unqualified to act
elite,: the choice part : cream
elixir,: a substance held capable of changing base metals into gold
Elizabeth,name of 2 English (British) queens: I 1533�1603 daughter of Henry VIII and Anne Boleyn (reigned 1558�1603); II 1926�     Elizabeth Alexandra Mary; daughter of George VI (reigned 1952�    )
Elizabethan,": of, relating to, or characteristic of Elizabeth I of England or her reign"
elk,: moose sense 1
Elkesaite,: a member of an Ebionite sect in whose system magic and astrology played a conspicuous role
elkhorn,: a reef-building branching coral (Acropora palmata) of shallow waters of southern Florida and the West Indies
elkhound,: norwegian elkhound
elkslip,: a marsh marigold (Caltha rotundifolia) of the northwestern U.S.
elkwood,: sourwood
ell,: a former English unit of length (as for cloth) equal to 45 inches (about 1.14 meters)
Ella,: little one resembling
ellachick,: a freshwater tortoise (Clemmys marmorata) of California used as food
ellagic,: a crystalline phenolic compound C14H6O8 with two lactone groupings that is obtained especially from oak galls and some tannins and is used medicinally as a hemostatic
ellagitannin,: a tannin occurring in various tanning extracts (such as those from myrobalans and divi-divi) and yielding ellagic acid on hydrolysis
elleck,: red gurnard sense 1
Ellice,island group in the western Pacific; until 1976 a British colony; now the Gilbert Islands are part of independent Kiribati and the Ellice Islands are independent Tuvalu
Elliott,Maxine 1868�1940 originally Jessie Dermot American actress
ellipse,: oval
ellipsis,: the omission of one or more words that are obviously understood but that must be supplied to make a construction grammatically complete
ellipsograph,: an instrument used for drawing ellipses
ellipsoid,: a surface all plane sections of which are ellipses or circles
ellipsoidal,: a surface all plane sections of which are ellipses or circles
elliptic,": of, relating to, or shaped like an ellipse"
elliptical,": of, relating to, or shaped like an ellipse"
elliptically,": of, relating to, or shaped like an ellipse"
ellipticalness,: the quality or state of being elliptical
ellipticity,: deviation of an ellipse or a spheroid from the form of a circle or a sphere
ellops,: elops
ellwand,: a measuring rod one ell long
elm,": any of a genus (Ulmus of the family Ulmaceae, the elm family) of usually large deciduous north temperate-zone trees with alternate stipulate leaves and fruit that is a samara"
elmy,: characterized by or abounding in elms
elocular,: having but one cavity : not divided by a septum : lacking loculi
elocute,: declaim
elocution,: a style of speaking especially in public
elocutionary,: a style of speaking especially in public
elocutionist,: a style of speaking especially in public
Elodea,: any of a small American genus (Elodea) of submerged aquatic monocotyledonous herbs
eloge,": encomium, eulogy"
elogium,: an inscription especially on a tombstone
Elohim,: god sense 1a
Elohimic,:  elohistic
Elohism,: the religion and worship of Elohim  � compare yahwism
Elohist,: an author of an Elohistic document
Elohistic,": of, relating to, or characteristic of one of the supposed ancient biblical sources"
eloign,: to take (oneself) far away
elongate,: to extend the length of
elongated,: to extend the length of
elongation,: the angular distance in the sky between a celestial body and another around which it revolves or between a celestial body and a particular point (such as the point where its path intersects the horizon)
elope,: to run away secretly with the intention of getting married usually without parental consent
elopement,: to run away secretly with the intention of getting married usually without parental consent
eloper,: to run away secretly with the intention of getting married usually without parental consent
elops,: a marine animal sometimes identified as the sturgeon
eloquence,: discourse marked by force and persuasiveness
eloquent,: marked by forceful and fluent expression
eloquently,: marked by forceful and fluent expression
eloquentness,: the quality or state of being eloquent : eloquence
elotillo,: squawroot sense 1
elpasolite,: a mineral K2NaAlF6 consisting of sodium potassium aluminum fluoride
elpidite,: a mineral Na2ZrSi6O15.3H2O consisting of a hydrated sodium zirconium silicate
els,: the letter l
else,: in a different manner or place or at a different time
elseways,: otherwise
elsewhere,: in or to another place
elsewhither,: to some or any other place in a different direction or toward a different objective
elsewise,: otherwise
Elsholtzia,: a genus of chiefly Asian aromatic herbs (family Labiatae) with blue or purple flowers in one-sided spikes
elsin,: a shoemaker's awl
eluate,: the washings obtained by eluting
elucidate,: to make lucid especially by explanation or analysis
elucidation,: to make lucid especially by explanation or analysis
elucidative,: to make lucid especially by explanation or analysis
elucidator,: one who elucidates something : a person who makes something clear by explanation or analysis
elucubrate,: to work out or express by studious effort
elucubration,: to work out or express by studious effort
elude,: to avoid adroitly : evade
eluder,: one that eludes
elusion,: an act of eluding
elusive,: tending to elude: such as
elusively,: tending to elude: such as
elusiveness,: tending to elude: such as
elusory,": evasive, elusive"
elute,: extract
elution,: extract
elutriate,": to purify, separate, or remove by washing"
elutriation,": to purify, separate, or remove by washing"
elutriator,": to purify, separate, or remove by washing"
eluvial,: the transportation of dissolved or suspended material within the soil by the movement of water when rainfall exceeds evaporation
eluviate,: to undergo eluviation
eluviation,: the transportation of dissolved or suspended material within the soil by the movement of water when rainfall exceeds evaporation
eluvium,: rock debris produced by the weathering and disintegration of rock in situ  � compare alluvium
elver,: a young eel
elvish,: of or relating to elves
Elymi,: an ancient people of northwest Sicily
Elymus,": a genus of tall tufted perennial grasses comprising the lyme grasses, having closely flowered terminal flower spikes, and being sometimes used as fodder and to bind loose sandy soil  � see wild rye"
Elysia,: the abode of the blessed after death in classical mythology
elysia,: the abode of the blessed after death in classical mythology
Elysian,: of or relating to Elysium
Elysiidae,": a family of slender creeping sea slugs with distinct head, tapering tail, auriculate tentacles, and lateral body folds functioning as fins when the animal swims"
Elysium,: the abode of the blessed after death in classical mythology
elytral,: of or relating to an elytron
elytriferous,: bearing elytra
elytriform,: resembling or shaped like an elytron : shield-shaped
elytrigerous,: elytriferous
elytroid,: resembling an elytron
elytron,: one of the anterior wings in beetles and some other insects that serve to protect the posterior pair of functional wings
elytrous,: resembling or suggestive of an elytron
Elzevir,"family of Dutch printers including especially Lodewijk or Louis 1546?�1617, his son Bonaventura 1583�1652, and his grandson Abraham 1592�1652"
Em,: the letter m
em,: the letter m
emaciate,: to cause to lose flesh so as to become very thin
emaciation,: to cause to lose flesh so as to become very thin
emajagua,: majagua
emanant,: issuing or flowing forth : emerging from or as if from a source
emanate,: to come out from a source
emanation,: the action of emanating
emanationism,: a theory of the origination of the world by emanation
emanationist,: an adherent of the philosophical theory of emanationism
emanatism,: a theory of the origination of the world by emanation
emanatist,: an adherent of the philosophical theory of emanationism
emanative,: the action of emanating
emanator,: one that emanates
emanatory,: being an emanation
emancipate,": to free from restraint, control, or the power of another"
emancipation,: the act or process of emancipating
emancipationist,: the act or process of emancipating
emancipator,": to free from restraint, control, or the power of another"
emancipatory,": to free from restraint, control, or the power of another"
emancipist,: a former convict in Australia who has served out the term of his sentence
emandibulate,: being without functional or well-developed mandibles
emarginate,: having the margin notched
emargination,: having the margin notched
Emarginula,: a genus of small keyhole limpets
emasculate,": to deprive of strength, vigor, or spirit : weaken"
emasculation,": to deprive of strength, vigor, or spirit : weaken"
emasculator,": to deprive of strength, vigor, or spirit : weaken"
Embadomonas,: a genus of small flagellates with two unequal flagella commensal in the intestines of various vertebrates including humans
emball,: encircle
Emballonuridae,": a family of insectivorous bats having the face obliquely truncated, no nose leaf, and the tail partly free"
embalm,: to treat (a dead body) so as to protect from decay
embalmer,: to treat (a dead body) so as to protect from decay
embalmment,: to treat (a dead body) so as to protect from decay
embank,: to enclose or confine by an embankment
embankment,: a raised structure (as of earth or gravel) used especially to hold back water or to carry a roadway
embar,": to stop, check, or hinder by or as if by enclosing with bars: such as"
embargo,: an order of a government prohibiting the departure of commercial ships from its ports
embark,: to go on board a vehicle for transportation
embarkation,: to go on board a vehicle for transportation
embarkment,: to go on board a vehicle for transportation
embarras,river 185 miles (298 kilometers) long in eastern Illinois flowing southeast into the Wabash River
embarrass,: to cause to experience a state of self-conscious distress
embarrassed,: feeling or showing a state of self-conscious confusion and distress
embarrassedly,: feeling or showing a state of self-conscious confusion and distress
embarrassing,: causing a feeling of self-conscious confusion and distress : causing embarrassment
embarrassingly,: causing a feeling of self-conscious confusion and distress : causing embarrassment
embarrassment,: something that embarrasses
embassage,: the message or commission entrusted to an ambassador
embassy,: a body of diplomatic representatives
embathe,": to wash freely : bathe, immerse, drench"
embatholithic,: relating or belonging to or constituting ore deposits formed among closely spaced outcrops of the projecting parts of a batholith where the invaded rocks predominate
embattle,: to arrange in order of battle : prepare for battle
embattled,: ready to fight : prepared to give battle
embattlement,: battlement
embay,: to trap or catch in or as if in a bay
embayment,: formation of a bay
Embden,: any of a breed of large white domestic geese with an orange bill and deep orange shanks and toes
embed,: to enclose closely in or as if in a matrix
embedment,: to enclose closely in or as if in a matrix
Embelia,: a large genus of Old World tropical woody vines (family Myrsinaceae) with alternate leaves and racemose flowers
embellish,: to make beautiful with ornamentation : decorate
embellisher,: to make beautiful with ornamentation : decorate
embellishment,: the act or process of embellishing
ember,: a glowing fragment (as of coal) from a fire
embergoose,: common loon
Emberiza,: a genus of passerine birds that includes numerous typical buntings and is made the type of a separate family or included with the finches and related birds in Fringillidae
emberizine,: a genus of passerine birds that includes numerous typical buntings and is made the type of a separate family or included with the finches and related birds in Fringillidae
embezzle,": to appropriate (something, such as property entrusted to one's care) fraudulently to one's own use"
embezzlement,": to appropriate (something, such as property entrusted to one's care) fraudulently to one's own use"
embezzler,": to appropriate (something, such as property entrusted to one's care) fraudulently to one's own use"
Embiidae,: a major family of Embiodea
embind,: bind
Embiodea,: a small order of slender elongated chiefly tropical insects with large head and 10-segmented abdomen having males that are usually winged and both nymphs and adults that live in silken webs which they spin with glands in the fore tarsi  � see web spinner
embiotocid,: a fish of the family Embiotocidae
Embiotocidae,: a family of viviparous percoid fishes comprising the surf fishes
embira,: any of several Brazilian bast fibers that are derived from trees of the genera Daphnopsis (family Thymelaeaceae) and Xylopia and are used for making nets
embitter,: to excite bitter feelings in
embitterer,: one that embitters
embitterment,: to excite bitter feelings in
emblaze,: to illuminate especially by a blaze
emblazer,: one that emblazes
emblazon,: to inscribe or adorn with or as if with heraldic bearings or devices
emblazoner,: to inscribe or adorn with or as if with heraldic bearings or devices
emblazonment,: to inscribe or adorn with or as if with heraldic bearings or devices
emblazonry,: emblazoned figures : brilliant decoration
emblem,: a picture with a motto or set of verses intended as a moral lesson
emblema,: a featured picture or ornament in mosaic work used frequently by the ancients for decorating pavement or wall
emblematic,": of, relating to, or constituting an emblem : symbolic, representative"
emblematical,": of, relating to, or constituting an emblem : symbolic, representative"
emblematically,": of, relating to, or constituting an emblem : symbolic, representative"
emblematist,": a writer, designer, or inventor of emblems"
emblematize,: to represent by or as if by an emblem : symbolize
emblement,: the growing crop or vegetable growth resulting from annual manurage and cultivation as distinguished from the produce from old roots (as pasturage) or from trees (as timber or fruit) : the profits from such a crop
emblemist,": a writer, designer, or inventor of emblems"
emblic,: an East Indian tree (Phyllanthus emblica) used with other myrobalans for tanning
emblossom,: to cover or adorn with blossoms
embodier,: to give a body to (a spirit) : incarnate
embodiment,: one that embodies something
embody,: to give a body to (a spirit) : incarnate
embog,: to sink into or as if into a bog : bog down : mire
emboitement,: encasement sense 1b
embolden,": to impart boldness or courage to : to instill with boldness, courage, or resolution enough to overcome timidity or misgiving"
embolectomy,: surgical removal of an embolus
embolemia,: an abnormal state characterized by the presence of emboli in the blood
embolic,: of or relating to an embolus or embolism
embolism,: the insertion of one or more days in a calendar : intercalation
embolismic,: the insertion of one or more days in a calendar : intercalation
embolite,": a mineral Ag(Cl, Br) consisting of native silver chloride and bromide and resembling cerargyrite"
embolium,: a narrow piece on the costal margin of the corium of the wings of certain true bugs
embolize,: to lodge in and obstruct (as a blood vessel or organ)
embolo,: the edible bluish fleshy fruit of the Cape ebony
