word,meaning
malarial,": a human disease that is caused by sporozoan parasites (genus Plasmodium) in the red blood cells, is transmitted by the bite of anopheline mosquitoes, and is characterized by periodic attacks of chills and fever"
malarioid,: resembling malaria
malariologist,: the scientific study of malaria
malariology,: the scientific study of malaria
malarious,": a human disease that is caused by sporozoan parasites (genus Plasmodium) in the red blood cells, is transmitted by the bite of anopheline mosquitoes, and is characterized by periodic attacks of chills and fever"
malarkey,: insincere or foolish talk : bunkum
malassimilation,: malabsorption
malate,: a salt or ester of malic acid
malax,: malaxate
malaxage,: the act or process of softening a material (as clay) by moistening and working it
malaxate,": to soften and incorporate (as plaster, clay, or drug ingredients of pills) by rubbing, kneading, or rolling, and simultaneously mixing with a thinner substance"
malaxation,: the act or process of reducing to a soft mass by malaxating
malaxator,: one that malaxates
malaxerman,: one that mixes fireclay
Malaxis,: a genus of terrestrial orchids with solid tubers that produce simple stems bearing one or few leaves and a raceme of tiny mostly greenish flowers  � see green adder's-mouth
Malay,": a member of a people of the Malay Peninsula, eastern Sumatra, parts of Borneo, and some adjacent islands"
Malayalam,": the Dravidian language of Kerala, southwest India, closely related to Tamil"
Malayalim,: a Malayalam-speaking inhabitant of the Malabar Coast of India
Malayan,": a member of a people of the Malay Peninsula, eastern Sumatra, parts of Borneo, and some adjacent islands"
Malayic,:  malayan
Malaysian,malay archipelago
malbehavior,: behavior that is regarded as socially unacceptable
malbrouck,: a West African arboreal monkey (Cercopithecus cynosurus)
Malchus,: a short sword resembling an anlace
Malcolm,1925�1965 originally Malcolm Little American civil rights leader
malconduct,: bad conduct
malconformation,: imperfect or abnormal formation
malconstruction,: poor or faulty construction
malcontent,: a discontented person:
malcontented,: malcontent
malcontentedly,: malcontent
malcontentedness,: malcontent
maldevelopment,: abnormal growth or development : dysplasia
maldigestion,: imperfect or impaired digestion
maldistribution,": bad or faulty distribution : undesirable inequality or unevenness of placement or apportionment (as of population, resources, or wealth) over an area or among members of a group"
Maldivian,"low-lying islands (atolls) in the Indian Ocean south of the Laccadive Islands; a sultanate under British protection until 1965; now an independent member of the Commonwealth of Nations; capital Male area 115 square miles (298 square kilometers), population 392,500"
maldonite,: a mineral of variable composition but approximately Au2Bi consisting of an alloy of gold and bismuth
malduck,: fulmar
Male,": of, relating to, or being the sex that typically has the capacity to produce relatively small, usually motile gametes which fertilize the eggs of a female"
male,": of, relating to, or being the sex that typically has the capacity to produce relatively small, usually motile gametes which fertilize the eggs of a female"
maleate,: a salt or ester of maleic acid
Malebranchism,: a philosophical system based on the premise that the mind cannot have knowledge of anything external to itself except through its relation to God
Malecite,": an Indian people of New Brunswick, Canada, and of the northernmost part of northeastern Maine"
maledicent,: addicted to speaking evil
maledict,: accursed
malediction,": curse, execration"
maledictive,: marked by cursing : invoking evil
maledictory,": curse, execration"
malefaction,: an evil deed : crime
malefactor,: one who commits an offense against the law
malefactress,: a female malefactor
maleficence,: the act of committing harm or evil
maleficent,: working or productive of harm or evil : baleful
maleficiate,: placed under an evil spell
maleic,: a crystalline dicarboxylic acid C4H4O4 that is isomeric with fumaric acid and is used especially in organic synthesis
Malemute,: a sled dog of northern North America
maleness,": of, relating to, or being the sex that typically has the capacity to produce relatively small, usually motile gametes which fertilize the eggs of a female"
malengine,: evil machination
maleo,: a megapode (Macrocephalon maleo) of Sulawesi that lays its eggs in holes in sandy beaches
Malesherbia,: a genus of South American herbs or undershrubs (family Malesherbiaceae) that have capsular fruit and large yellow racemose flowers with a tubular calyx exceeding the corolla
Malesherbiaceae,: a family of plants (order Parietales) coextensive with the genus Malesherbia
malevolence,: the quality or state of being malevolent
malevolent,": having, showing, or arising from intense often vicious ill will, spite, or hatred"
malevolently,": having, showing, or arising from intense often vicious ill will, spite, or hatred"
malfeasance,: wrongdoing or misconduct especially by a public official
malfeasant,: one that is guilty of malfeasance
malformation,": irregular, anomalous, abnormal, or faulty formation or structure"
malformed,: characterized by malformation : badly or imperfectly formed : misshapen
malfunction,: to function imperfectly or badly : fail to operate normally
malguzar,: malik
mali,federation 1959�60 of Senegal and the Sudanese Republic
malic,: involved in and especially catalyzing a reaction in which malic acid participates
malice,": desire to cause pain, injury, or distress to another"
maliceful,: malicious
malicious,": having or showing a desire to cause harm to someone : given to, marked by, or arising from malice"
maliciously,": having or showing a desire to cause harm to someone : given to, marked by, or arising from malice"
maliciousness,": having or showing a desire to cause harm to someone : given to, marked by, or arising from malice"
maliferous,: having an unhealthful effect : unwholesome
malign,": evil in nature, influence, or effect : injurious"
malignance,: malignancy
malignancy,: the quality or state of being malignant
malignant,: tending to produce death or deterioration
malignantly,: tending to produce death or deterioration
maligner,: one that maligns
malignity,": malignancy, malevolence"
malignly,": evil in nature, influence, or effect : injurious"
malik,: a chief or leader (as in a village) in parts of the subcontinent of India : headman
malikana,: a fee paid to a malik by way of rent or duty on land
Maliki, 1950�     prime minister of Iraq (2006�14)
maline,: mechlin
malines,: mechlin
malinger,: to pretend or exaggerate incapacity or illness (as to avoid duty or work)
malingerer,: to pretend or exaggerate incapacity or illness (as to avoid duty or work)
Malinois,: belgian malinois
malinowskite,: a tetrahedrite containing 13 to 16 percent of lead
malism,: the doctrine that the world is evil
malison,": curse, malediction"
malkin,: an untidy woman : slattern
Malkite,:  melchite
mall,: an alley used for pall-mall
malladrite,: a sodium fluosilicate Na2SiF6 occurring in minute hexagonal crystals in fumaroles in the crater of Vesuvius near Naples in Italy
mallangong,: platypus
mallard,: a common and widely distributed wild duck (Anas platyrhynchos) of the northern hemisphere the males of which have a green head and white-ringed neck and which is the source of the domestic ducks
mallardite,: hydrous sulfate of manganese MnSO4.7H2O
malleability,: the quality or state of being malleable: such as
malleabilization,: the process of malleableizing
malleable,: capable of being extended or shaped by beating with a hammer or by the pressure of rollers
malleableize,: to make malleable
malleableized,: to make malleable
malleableness,: malleability
malleablize,: to make malleable
malleal,: of or relating to the malleus
mallear,: of or relating to the malleus
malleate,: to beat with a hammer : pound
malleation,: the action of malleating or state of being malleated
mallee,: any of various low-growing shrubby Australian eucalypts (such as Eucalyptus dumosa and E. oleosa)
mallein,: a product containing toxic principles of the bacillus of glanders and used to test for the presence of infection with that organism
malleinization,: injection with mallein as a test for glanders
malleinize,: to test with mallein
mallemuck,: one of several large oceanic birds (as the fulmar or petrel)
malleoincudal,: of or relating to the malleus and incus
malleolar,: the tip of the malleolus of the tibia
malleolus,: an expanded projection or process at the distal end of the fibula or tibia at the level of the ankle:
mallet,: a hammer with a typically barrel-shaped head: such as
malleus,: the outermost of a chain of three small bones of the mammalian middle ear
Malling,": any of several rootstocks for fruit trees developed by the East Malling Research Station, Kent, England that are propagated vegetatively and used especially for dwarfing apple trees  � see paradise sense 6"
Mallophaga,: an order of wingless insects comprising the biting lice
mallophagan,: an order of wingless insects comprising the biting lice
malloseismic,": of, relating to, or being a region subject to frequent destructive earthquakes"
Mallotus,: a genus of tropical Asiatic and Australian trees (family Euphorbiaceae) with diclinous flowers of which the staminate ones have numerous stamens  � see kamala
mallow,": any of a genus (Malva of the family Malvaceae, the mallow family) of herbs with palmately lobed or dissected leaves, usually showy flowers, and a disk-shaped fruit"
Malloy,"378 U.S. 1 (1964), extended the Fifth Amendment protection against self-incrimination to criminal defendants in state courts. Previously �pleading the Fifth,� i.e., choosing to remain silent in the course of a criminal investigation or trial, was reserved only for federal defendants. In this case, involving a Connecticut gambler who was charged with contempt for refusing to identify the owner of a pool hall, the Court used the due process clause of the Fourteenth Amendment to extend the provisions of the Fifth Amendment to the states, thus expanding the rights of all criminal defendants. Five years later in Benton v. Maryland, 395 U.S. 784 (1969), the Court used the same process to extend the guarantee against double jeopardy to state defendants. "
malm,: a soft friable chalky limestone
Malmaison,: any of various tender greenhouse carnations with stiff massive growth and large fully double usually pink flowers
malmignatte,: a small black venomous spider (Latrodectus tridecimguttatus) of southern Europe having 13 small red spots on the abdomen
malmsey,: the sweetest variety of Madeira wine
malmstone,: malm
malmy,: containing malm : resembling malm
malnourished,: supplied with less than the minimum or an unbalanced amount of the nutrients or foods essential for sound health and growth : marked by malnutrition
malnourishment,: malnutrition
malnutrition,: faulty nutrition due to inadequate or unbalanced intake of nutrients or their impaired assimilation or utilization
malo,: a loincloth that is now worn by Hawaiian men only on ceremonial occasions  � compare maro
malobservation,: erroneous observation or interpretation : misreading
maloccluded,: characterized by malocclusion
malocclusion,: improper occlusion
malodor,: an offensive odor
malodorant,: an ill-smelling substance
malodorous,: having a bad odor
malodorously,: having a bad odor
malodorousness,: having a bad odor
malojilla,:  para grass
malonate,: a salt or ester of malonic acid
malonic,: a crystalline dicarboxylic acid CH2(COOH)2 used especially in the form of its diethyl ester in organic synthesis (as of barbiturates and vitamins of the B complex)
malonyl,: the divalent radical −OCCH2CO− of malonic acid
malonylurea,: barbituric acid
Malope,: a small genus of chiefly European annual herbs (family Malvaceae) having flowers subtended by three large cordate bracts
malpais,: rough country underlain by dark especially basaltic lava : badlands
Malpighia,: a genus of tropical American shrubs and trees (family Malpighiaceae) having a glandular calyx and drupaceous fruit  � see jiqui
Malpighiaceae,": a family of tropical herbs, shrubs, or trees (order Geraniales) having stinging hairs, usually opposite leaves, and yellow or red flowers with prominently clawed petals and often winged or lobed tricarpellary fruit"
malpighiaceous,": a family of tropical herbs, shrubs, or trees (order Geraniales) having stinging hairs, usually opposite leaves, and yellow or red flowers with prominently clawed petals and often winged or lobed tricarpellary fruit"
Malpighian,: the part of a nephron that consists of a glomerulus and Bowman's capsule
malposed,: characterized by malposition
malposition,: wrong or faulty position
malpractice,": a dereliction of professional duty or a failure to exercise an ordinary degree of professional skill or learning by one (such as a physician) rendering professional services which results in injury, loss, or damage"
malpraxis,: malpractice
malpresentation,: abnormal presentation of the fetus at birth
malrotation,: improper rotation of a bodily part and especially of the intestines
malt,": grain (such as barley) softened by steeping in water, allowed to germinate, and used especially in brewing and distilling"
maltase,: an enzyme that catalyzes the hydrolysis of maltose to glucose
malter,: maltster
Maltese,: a native or inhabitant of Malta
maltha,: a black viscid substance intermediate between petroleum and asphalt
malthouse,: a building in which malt is made
Malthusian,": of or relating to Malthus or to his theory that population tends to increase at a faster rate than its means of subsistence and that unless it is checked by moral restraint or disaster (such as disease, famine, or war) widespread poverty and degradation inevitably result"
Malthusianism,": of or relating to Malthus or to his theory that population tends to increase at a faster rate than its means of subsistence and that unless it is checked by moral restraint or disaster (such as disease, famine, or war) widespread poverty and degradation inevitably result"
maltiness,: the quality or state of being malty
malting,": grain (such as barley) softened by steeping in water, allowed to germinate, and used especially in brewing and distilling"
maltman,: a maker of malt : maltster
Malto,: a Dravidian people of Bengal
maltodextrin,: any of various carbohydrates derived from the partial hydrolysis of starch (as of corn or potatoes) and used in prepared foods especially as a filler and to enhance texture and flavor
maltolte,: an arbitrary customs duty levied by the British crown during the late medieval period in addition to the regular port charges
maltose,: a crystalline dextrorotatory fermentable sugar C12H22O11 formed especially from starch by amylase
maltreat,: to treat cruelly or roughly : abuse
maltreatment,: to treat cruelly or roughly : abuse
maltster,: a maker of malt for use in brewing or distilling
maltworm,": tippler, toper"
malty,": grain (such as barley) softened by steeping in water, allowed to germinate, and used especially in brewing and distilling"
malunion,: incomplete or faulty union (as of the fragments of a fractured bone)
Malus,": a genus of trees or shrubs (family Rosaceae) of the north temperate zone sometimes included in the genus Pyrus but distinguished by having the soft pubescent leaves revolute or plicate in the bud, flower clusters lacking a stout central column, styles more or less joined at the base, and fruit without grit cells"
Malva,: a genus of Old World herbs (family Malvaceae) having palmate leaves and tribracteate flowers with naked reniform indehiscent carpels
Malvaceae,": a family of herbs, shrubs, and trees (order Malvales) characterized by monadelphous stamens and one-celled anthers  � compare cotton, okra"
malvaceous,": a family of herbs, shrubs, and trees (order Malvales) characterized by monadelphous stamens and one-celled anthers  � compare cotton, okra"
Malvales,": an order of dicotyledonous plants characterized by volvate calyx, usually numerous stamens, and a polycarpellary ovary"
malvasia,: a medium to large cultivated grape of Mediterranean regions that is often blended with other grape varieties to produce aromatic dry or sweet wines
Malvastrum,: a large genus of herbs and shrubs (family Malvaceae) characterized by red or yellow flowers and capitate stigmas  � see false mallow
malversation,": misbehavior and especially corruption in an office, trust, or commission"
malverse,: to be guilty of malversation
malvoisie,: malmsey
Mam,: mom
mamba,: any of several chiefly arboreal venomous green or black elapid snakes (genus Dendroaspis) of sub-Saharan Africa
mambo,: a ballroom dance of Cuban origin that resembles the rumba and the cha-cha
mameliere,: one of two round steel plates or a single plate used to cover the breasts in medieval armor
mameluco,: a Brazilian mestizo
Mameluke,: a member of a politically powerful Egyptian military class occupying the sultanate from 1250 to 1517
Mamie,: a tropical American tree (Mammea americana) having a globular or ovoid fruit with thick russet or reddish leathery rind and yellow or reddish juicy flesh
mamma,: a mammary gland and its accessory parts
mammal,": any of a class (Mammalia) of warm-blooded higher vertebrates (such as placentals, marsupials, or monotremes) that nourish their young with milk secreted by mammary glands, have the skin usually more or less covered with hair, and include humans"
Mammalia,": the highest class of the subphylum Vertebrata comprising humans and all other animals that nourish their young with milk secreted by mammary glands, that have the skin usually more or less covered with hair, a mandible articulating directly with the squamosal, a chain of small ear bones, a brain with four optic lobes, a muscular diaphragm separating the heart and lungs from the abdominal cavity, only a left arch of the aorta, warm blood containing red blood cells without nuclei except in the fetus, and embryos developing both an amnion and an allantois, and that except in the monotremes reproduce viviparously"
mammalian,": any of a class (Mammalia) of warm-blooded higher vertebrates (such as placentals, marsupials, or monotremes) that nourish their young with milk secreted by mammary glands, have the skin usually more or less covered with hair, and include humans"
mammaliferous,: containing mammalian remains
mammality,: the quality or state of being mammalian
mammalogical,: of or relating to mammalogy
mammalogist,: a branch of zoology dealing with mammals
mammalogy,: a branch of zoology dealing with mammals
mammary,": of, relating to, lying near, or affecting the mammae"
mammate,: mammiferous
Mammea,: a genus of American and Asiatic trees (family Guttiferae) that have a valvate 2-parted calyx and 2-celled or 4-celled ovary becoming a large drupaceous fruit
mammectomy,: mastectomy
mammee,: a tropical American tree (Mammea americana) having a globular or ovoid fruit with thick russet or reddish leathery rind and yellow or reddish juicy flesh
mammer,": waver, hesitate"
mammiferous,: having mammary glands : mammalian
mammiform,: having the form of a breast or nipple : mammillary
mammilla,: nipple
mammillar,: mammillary
Mammillaria,": a large genus of usually low-growing roundish or cylindrical cacti that often grow in clumps, have round, angular, or cone-shaped tubercles tipped with few to many straight or hooked spines, and usually small pink, red, yellow, or white flowers"
mammillary,": of, relating to, or affecting a nipple, breast, or duct of the mammary gland"
mammillate,: having nipples or small protuberances like nipples
mammillated,: having nipples or small protuberances
mammillation,: a mammillated or mammilliform protuberance
mammilliform,: nipple-shaped
mammitis,: mastitis
mammock,: a broken piece : scrap
mammogen,: any mammogenic hormone
mammogenic,: stimulating or inducing mammary development
mammogenically,: stimulating or inducing mammary development
mammon,: material wealth or possessions especially as having a debasing influence
mammonish,: actuated or prompted by a devotion to money getting or the service of mammon
mammonism,: material wealth or possessions especially as having a debasing influence
mammonist,: one devoted to the ideal or pursuit of wealth
mammonite,: mammonist
mammonitish,: mammonist
mammoth,": any of a genus (Mammuthus) of extinct Pleistocene mammals of the elephant family distinguished from recent elephants by highly ridged molars, usually large size, very long tusks that curve upward, and well-developed body hair"
mammothrept,: a spoiled child : infant
mammular,: consisting of small papillae
Mammut,: the proboscidean genus comprising the mastodons and being the type and in some classifications sole genus of a family (Mammutidae) closely related to the Elephantidae
mammy,: mama
mamo,": any of several black Hawaiian honeycreepers that constitute a genus (Drepanis) of the family Drepanididae, are distinguished by yellow feathers above and below the tail which were used in choice featherwork, and are now wholly extinct"
man,: an individual human
mana,: the power of the elemental forces of nature embodied in an object or person
manacle,: a shackle for the hand or wrist : handcuff
Manacus,: a genus consisting of manakins distinguished by having the throat feathers elongated
manage,: to handle or direct with a degree of skill: such as
manageability,: capable of being managed
manageable,: capable of being managed
manageableness,: capable of being managed
manageably,: capable of being managed
management,: the act or art of managing : the conducting or supervising of something (such as a business)
managemental,: the act or art of managing : the conducting or supervising of something (such as a business)
manager,: one that manages: such as
manageress,: a woman who is a manager
managerial,": of, relating to, or characteristic of management (as of a business) or a manager"
managerially,": of, relating to, or characteristic of management (as of a business) or a manager"
managership,: one that manages: such as
managery,: management
manaism,: belief in mana
manakin,: manikin
manas,: the power of the elemental forces of nature embodied in an object or person
manatee,": any of a genus (Trichechus of the family Trichechidae) of large, herbivorous, aquatic mammals that inhabit warm coastal and inland waters of the southeastern U.S., West Indies, northern South America, and West Africa and have a rounded body, a small head with a squarish snout, paddle-shaped flippers usually with vestigial nails, and a flattened, rounded tail used for propulsion"
manavelins,: odds and ends of food : leftovers
manbot,: a sum paid under Old English law to a lord as compensation for killing his man
manche,: sleeve sense 1a
Manchester,city in northwestern England east-northeast of Liverpool made accessible to the Irish Sea
Manchesterdom,: the principles or doctrines (as laissez-faire) held by or attributed to a school of English economists
Manchesterism,: the principles or doctrines (as laissez-faire) held by or attributed to a school of English economists
Manchesterist,: an adherent of Manchesterism
Manchestrian,:  mancunian
manchet,: wheaten bread of highest quality
manchineel,: a poisonous tropical American tree (Hippomane mancinella) of the spurge family having a blistering milky juice and apple-shaped fruit
Manchu,: a member of an indigenous people of Manchuria who conquered China and established a dynasty there in 1644
Manchurian,"region of northeastern China south of the Amur River including Heilongjiang, Jilin, and Liaoning provinces and part of Inner Mongolia and bordering on Mongolia, Russia, and North Korea"
mancinism,: the condition of being left-handed
mancipable,: subject to or capable of mancipation
mancipant,: one who transfers property by mancipation
mancipate,": to place in subjection or bondage : bind, restrict"
mancipation,: the act of enslaving
mancipatory,": of, relating to, or involving mancipation"
mancipee,: one who receives property by mancipation
mancipium,: the status of a freeman subject to the power and control of the head of a Roman family similar to that of a slave except that he could not be abused or killed without legal cause
manciple,: a steward or purveyor especially for a college or monastery
mancono,: a Philippine timber tree (Xanthostemon verdugonianus) of the family Myrtaceae
Mancunian,city in northwestern England east-northeast of Liverpool made accessible to the Irish Sea
mancus,: an Anglo-Saxon unit of value equal to 30 silver pence
mand,: ragi
Mandaean,: a member of a Gnostic sect of the lower Tigris and Euphrates regions
Mandaic,:  mandaean
mandala,: a Hindu or Buddhist graphic symbol of the universe
Mandalay,"city on the Irrawaddy River in central Myanmar (Burma) population 1,208,100"
mandament,": command, injunction"
mandamus,: a writ issued by a superior court commanding the performance of a specified official act or duty
Mandan,: a member of an American Indian people of the Missouri River valley in North Dakota
mandant,: mandator
mandarin,: a public official in the Chinese Empire of any of nine superior grades
mandarinate,: the office or status of a mandarin
mandarinic,: a public official in the Chinese Empire of any of nine superior grades
mandarinism,: a public official in the Chinese Empire of any of nine superior grades
mandatary,: mandatory
mandate,: an authoritative command
mandatee,: one to whom a mandate is assigned
mandator,: one that gives a mandate
mandatorily,: required by a law or rule : obligatory
mandatory,: required by a law or rule : obligatory
mandatum,: mandate
Mande,: mandingo
mandelate,: a salt or ester of mandelic acid
mandelic,: an optically active crystalline hydroxy acid C8H8O3 that is obtainable in the levorotatory D-form from amygdalin by hydrolysis but is usually made in the racemic form by reaction of benzaldehyde with hydrocyanic acid and then hydrochloric acid and that is used chiefly in the form of its salts as a bacteriostatic agent for genitourinary tract infections
mandible,: jaw sense 1a
mandibula,: mandible
mandibular,: jaw sense 1a
mandibulary,: mandibular
Mandibulata,": a subphylum or superclass of Arthropoda comprising arthropods with mandibles on the second postoral somite and usually preoral true antennae and including the crustaceans, myriopods, insects, and a few related forms  � compare chelicerata , trilobita"
mandibulate,: jaw sense 1a
mandibulated,: mandibulate
mandibuliform,: having the form or function of a mandible
mandilion,: a loose outer garment of the 16th and 17th centuries: such as
Mandingo,: a member of a people of western Africa in or near the upper Niger valley
mandola,: a 16th and 17th century lute that is the ancestor of the smaller mandolin
mandolin,: a musical instrument of the lute family that has a usually pear-shaped body and fretted neck and four to six pairs of strings
mandolinist,: a musical instrument of the lute family that has a usually pear-shaped body and fretted neck and four to six pairs of strings
mandom,: mankind
mandragora,: mandrake sense 1
mandrake,": a Mediterranean herb (Mandragora officinarum) of the nightshade family with large ovate leaves, greenish-yellow or purple flowers, and a large usually forked root resembling a human in form and formerly credited with magical properties"
mandrel,": a usually tapered or cylindrical axle, spindle, or arbor inserted into a hole in a piece of work to support it during machining"
mandrill,: a large baboon (Mandrillus sphinx synonym Papio sphinx) of central Africa west of the Congo River with the male having a bright red and blue muzzle
mandrin,: a stylet for a catheter
mandruka,: a deep-water honeycomb sponge of close fiber and small root
mandua,: ragi
manducable,: capable of being chewed : eatable
manducate,": masticate, chew, eat"
manducation,: the taking of food : eating
manducatory,": relating to, employed in, or adapted for chewing"
mandyas,: an outer garment resembling a cloak or cope worn in the services of Eastern Orthodox churches
mane,: long and heavy hair growing about the neck and head of some mammals (such as horses and lions)
maned,: long and heavy hair growing about the neck and head of some mammals (such as horses and lions)
manege,: a school for teaching horsemanship and for training horses
maneless,: having no mane
manent,: remain on stage
manerial,: manorial
manes,: the deified spirits of the ancient Roman dead honored with graveside sacrifices
manesheet,: a covering for the upper part of a horse's head
maness,: woman
Manetti,: a vigorous China rose (Rosa chinensis manetti) used chiefly as a grafting stock
Manettia,": a genus of tropical American vines (family Rubiaceae) with showy tubular flowers that are white, yellow, or red"
maneuver,: a military or naval movement
maneuverability,: a military or naval movement
maneuverable,: a military or naval movement
maneuverer,: a military or naval movement
Manfreda,: a genus of perennial American herbs that are closely related to and often included among those of the genus Agave from which they are distinguished chiefly by the bulbous stem base and annually decaying leaves  � see amole
manful,: having or showing courage and resolution
manfully,: having or showing courage and resolution
manfulness,: having or showing courage and resolution
manga,: Japanese comic books and graphic novels considered collectively as a genre
mangabeira,: a Brazilian vine (Hancornia speciosa) of the family Apocynaceae having a milky juice that yields a rubber
mangabey,: any of a genus (Cercocebus) of slender long-tailed African monkeys
manganapatite,: a dark bluish green apatite containing manganese
manganate,: a salt containing manganese in the anion MnO4
manganblende,: alabandite
manganbrucite,: a manganiferous brucite
manganeisen,: an alloy of manganese and iron
manganese,": a grayish-white usually hard and brittle metallic element that resembles iron but is not magnetic and is used especially in alloys, batteries, and plant fertilizers  � see Chemical Elements Table"
manganesian,": a grayish-white usually hard and brittle metallic element that resembles iron but is not magnetic and is used especially in alloys, batteries, and plant fertilizers  � see Chemical Elements Table"
manganhedenbergite,: a hedenbergite containing manganese
manganic,": of, relating to, or derived from manganese"
manganiferous,: containing manganese
manganite,: a metallic gray to black mineral MnO(OH) that is a hydroxide and minor ore of manganese
Manganja,:  nyanja
manganocalcite,: a rhodochrosite containing calcium
manganocolumbite,: a manganiferous columbite
manganophyllite,: a manganiferous biotite
manganosiderite,: an intermediate member of the isomorphous series siderite-rhodochrosite
manganosite,": a mineral MnO consisting of manganous oxide occurring in small emerald green octahedrons that turn black on exposure (hardness 5�6, specific gravity 5.18)"
manganotantalite,: a manganiferous tantalite
manganous,": of, relating to, or derived from manganese"
manganpectolite,: a manganiferous pectolite
Mangar,: a people of Nepal
Mangbattu,: a people dwelling about the headwaters of the Uele river in northern Zaire and sometimes regarded as a distinctive racial type
mange,": any of various persistent contagious skin diseases marked especially by eczematous inflammation and loss of hair, affecting domestic animals or sometimes humans, and caused by a minute parasitic mite  � compare sarcoptic mange"
mangeao,: a New Zealand timber tree (Litsea calicaris) that has tough hard wood with dark grayish brown bark and flowers in 4- to 5-flowered umbels arranged in axillary racemes
mangel,: a large coarse yellow- to reddish-orange beet grown chiefly as food for cattle
manger,: a trough (see trough sense 1a) or open box in a stable designed to hold feed or fodder for livestock
Mangifera,": a large genus of tropical Asiatic trees (family Anacardiaceae) that have coriaceous entire leaves, small paniculate flowers, and a fleshy drupaceous fruit with a fibrous mesocarp  � see mango"
mangily,: in a mangy manner
manginess,: affected with or resulting from mange
mangle,": to injure with deep disfiguring wounds by cutting, tearing, or crushing"
mangler,: a person who mangles someone or something
mangling,": to injure with deep disfiguring wounds by cutting, tearing, or crushing"
mango,": a tropical usually large ovoid or oblong fruit with a firm yellowish-red skin, hard central stone, and juicy aromatic pulp"
mangonel,: a military engine formerly used to throw missiles
mangonism,: a method of training or treating plants contrary to natural conditions of growth
mangosteen,: a dark reddish-purple fruit of southeastern Asia with a thick rind and juicy flesh having a flavor suggestive of both peach and pineapple
mangrove,": any of a genus (Rhizophora, especially R. mangle of the family Rhizophoraceae) of tropical maritime trees or shrubs that send out many prop roots and form dense masses important in coastal land building and as foundations of unique ecosystems"
Mangue,: kusimanse
mangue,: kusimanse
mangy,: affected with or resulting from mange
Mangyan,": any of several peoples of Mindoro, Philippines  � compare hanun�o"
manhandle,: to handle roughly
Manhattan,": a cocktail consisting of vermouth, whiskey, and sometimes a dash of bitters"
Manhattanite,": a cocktail consisting of vermouth, whiskey, and sometimes a dash of bitters"
manhead,: manhole sense 1
manhole,: a hole through which one may go especially to gain access to an underground or enclosed structure
manhood,: the condition of being a human being
mani,: peanut
mania,": excitement manifested by mental and physical hyperactivity, disorganization of behavior, and elevation of mood"
maniable,: capable of being handled or worked : pliable
maniac,": madman, lunatic"
maniacal,: affected with or suggestive of madness
maniacally,: affected with or suggestive of madness
manic,": affected with, relating to, characterized by, or resulting from mania"
Manichaean,: a believer in a syncretistic religious dualism (see dualism sense 3) originating in Persia in the third century a.d. and teaching the release of the spirit from matter through asceticism
Manichaeanism,: a believer in a syncretistic religious dualism (see dualism sense 3) originating in Persia in the third century a.d. and teaching the release of the spirit from matter through asceticism
Manichaeism,: a believer in a syncretistic religious dualism (see dualism sense 3) originating in Persia in the third century a.d. and teaching the release of the spirit from matter through asceticism
Manichee,: a believer in a syncretistic religious dualism (see dualism sense 3) originating in Persia in the third century a.d. and teaching the release of the spirit from matter through asceticism
manicole,: any of various tropical American palms of the genus Euterpe
manicure,: manicurist
manicurist,: a person who gives manicures
Manidae,: a family of mammals that is coextensive with the order Pholidota and that includes the pangolins
manienie,:  bermuda grass
manifest,: readily perceived by the senses and especially by the sense of sight
manifestable,: capable of being manifested
manifestant,: a person who makes or participates in a manifestation
manifestation,": the act, process, or an instance of manifesting"
manifestative,: serving to manifest : demonstrative
manifestatively,: serving to manifest : demonstrative
manifested,: readily perceived by the senses and especially by the sense of sight
manifester,: readily perceived by the senses and especially by the sense of sight
manifestly,: readily perceived by the senses and especially by the sense of sight
manifestness,: the quality or state of being manifest
manifesto,": a written statement declaring publicly the intentions, motives, or views of its issuer"
manifold,: marked by diversity or variety
manifolder,: one that manifolds
manifoldly,: marked by diversity or variety
manifoldness,: marked by diversity or variety
Manihot,": a genus of economically important herbs or shrubs (family Euphorbiaceae) originally tropical American but now widespread in the tropics, having alternate entire or palmate leaves, apetalous monoecious flowers and 3-seeded capsular fruit  � see bitter cassava, cear� rubber , sweet cassava"
manikin,: mannequin
Manila,: made from Manila hemp
manila,: made from Manila hemp
manilla,: made from Manila hemp
manille,: the second highest trump in various card games (such as ombre)
manioc,: cassava
maniple,: a long narrow strip of silk formerly worn at mass over the left arm by clerics of or above the order of subdeacon
manipulable,: capable of being manipulated
manipular,: of or relating to the ancient Roman maniple
manipulatable,: to treat or operate with or as if with the hands or by mechanical means especially in a skillful manner
manipulate,: to treat or operate with or as if with the hands or by mechanical means especially in a skillful manner
manipulation,: to treat or operate with or as if with the hands or by mechanical means especially in a skillful manner
manipulative,": of, relating to, or performed by manipulation"
manipulatively,": of, relating to, or performed by manipulation"
manipulator,: to treat or operate with or as if with the hands or by mechanical means especially in a skillful manner
manipulatory,: to treat or operate with or as if with the hands or by mechanical means especially in a skillful manner
Manipuri,: a people inhabiting the Manipur region of Assam near the Burma border
Manis,: peanut
manism,: the worship of the spirits of deceased humans : ancestor cult
manistic,: of or relating to manism
manito,: a supernatural force that according to an Algonquian conception pervades the natural world
Manitoban,"province of south central Canada bordering the United States (North Dakota and Minnesota) to the south and Hudson Bay to the northeast; capital Winnipeg area 213,255 square miles (552,330 square kilometers), population 1,208,268"
