word,meaning
Zanzibari,"island of eastern Africa off the northeastern Tanzania mainland area 600 square miles (1554 square kilometers), population 700,000"
Zaparan,": of, relating to, or constituting the Zaparo"
Zaparo,: a group of peoples of eastern Ecuador and northern Peru
Zaparoan,: a language family of eastern Ecuador and northern Peru that includes Coronado and Zaparo
zapatero,Jos� Luis Rodr�guez 1960�     prime minister of Spain (2004�11)
zaphrentid,: of or relating to the genus Zaphrentis or family Zaphrentidae
Zaphrentis,: a genus (sometimes made the type of the family Zaphrentidae) of solitary cup-shaped tetracorals that are common in Paleozoic formations and have numerous septa radiating from a deep pit in one side of the cup
zaphrentoid,: resembling or related to the genus Zaphrentis or family Zaphrentidae
Zapodidae,: a widely distributed family of myomorph rodents that includes the jumping mice of North America and related Old World mice
zapota,: chicle
Zapotec,": a member of an American Indian people of Oaxaca state, Mexico"
Zapotecan,: a language stock of southern Mexico comprising Chatino and the several languages all known as Zapotec
zapupe,: any of various Mexican agaves (as Agave zapupe and A. deweyana) that yield fiber somewhat similar to henequen
Zapus,: the type genus of Zapodidae
Zarathustrian,:  zoroastrian
zaratite,: a hydrous basic nickel carbonate Ni3(CO3)(OH)4�4H2O occurring in emerald-green incrustations or compact masses
zareba,: an improvised stockade constructed in parts of Africa especially of thorny bushes
Zarema,:  dyerma
zarzuela,: a usually comic Spanish operetta
Zauschneria,: a small genus of California perennial herbs (family Onagraceae) with scarlet racemose flowers like those of fuchsia and comose seeds
zax,: a tool for trimming and puncturing roofing slates
zayin,: the 7th letter of the Hebrew alphabet  � see Alphabet Table
Zea,: a genus of large grasses having broad ribbon-shaped leaves and monoecious flowers of which the staminate forms an ample terminal panicle and the pistillate is in a sessile axillary spike enveloped by numerous bracts  � see indian corn
zeal,: eagerness and ardent interest in pursuit of something : fervor
Zealander,: a native or inhabitant of Zealand in Denmark
zealless,: lacking zeal
zealot,: a zealous person
zealotic,": of, resembling, or suitable to a zealot : ardently zealous"
zealotism,: zealotry
zealotry,: excess of zeal : fanatical devotion
zealous,": marked by fervent partisanship for a person, a cause, or an ideal : filled with or characterized by zeal"
zealously,": marked by fervent partisanship for a person, a cause, or an ideal : filled with or characterized by zeal"
zealousness,": marked by fervent partisanship for a person, a cause, or an ideal : filled with or characterized by zeal"
zebra,": any of several swift African mammals (Equus grevyi, E. quagga synonym E. burchelli, and E. zebra) related to the horse but distinctively and conspicuously patterned in stripes of black or dark brown and white or buff"
zebraic,: of the nature of or characteristic of the zebra : zebralike
zebralike,: resembling or suggesting a zebra especially in color or marking : zebraic
zebrass,: a hybrid produced by breeding a zebra with an ass
zebrawood,: any of several trees or shrubs having mottled or striped wood: such as
Zebrina,: a small genus of trailing herbs (family Commelinaceae) of New Mexico and Mexico having ovate or oblong leaves and flowers with sepals and petals united into a tube  � see wandering jew
zebrine,": any of several swift African mammals (Equus grevyi, E. quagga synonym E. burchelli, and E. zebra) related to the horse but distinctively and conspicuously patterned in stripes of black or dark brown and white or buff"
zebroid,: related to or resembling a zebra
zebrula,: zebroid
zebrule,: zebroid
zebu,": any of various breeds of domestic oxen developed in India that are often considered conspecific with the common ox (Bos taurus) or sometimes as a separate species (B. indicus) and are characterized by a large fleshy hump over the shoulders, a dewlap, pendulous ears, and marked resistance to the injurious effects of heat and insect attack"
zebub,: zimb
Zebulunite,: a member of the Hebrew tribe of Zebulun
zecchini,: sequin sense 1
zecchino,: sequin sense 1
zechin,: sequin sense 1
Zechstein,: of or relating to a subdivision of the European Permian
zed,: the letter z
zedoary,: the dried rhizome of an Indian plant (Curcuma zedoaria) of the ginger family that has a bitter taste and is used medicinally especially as an intestinal stimulant and carminative
zee,: the letter z
Zeelander,: a native or inhabitant of Zeeland in the Netherlands
Zeidae,: a family of marine fishes (order Zeomorphi) comprising the John Dorys
zein,": a protein from corn that lacks lysine and tryptophan and is used especially in making textile fibers, plastics, printing inks, coatings, and adhesives and sizes"
Zelkova,: a tall widely spreading Japanese tree (Zelkova serrata) of the elm family that is often used as an ornamental and shade tree in place of the American elm because of its resistance to Dutch elm disease
zemi,: a spirit of supernatural being of the aboriginal Tainos of the West Indies
zemindar,: a collector of the land revenue of a district for the government during the period of Mogul rule in India
zemmi,: a large eastern European mole rat (Spalax typhlus)
zemni,: a large eastern European mole rat (Spalax typhlus)
zemstvo,: one of the district and provincial assemblies established in Russia in 1864
Zen,: a Japanese sect of Mahayana Buddhism that aims at enlightenment by direct intuition through meditation
Zenaga,: a Berber people of southern Morocco with other peoples under the general designation of Moors dominating western Africa in the 11th century and producing the Almoravid Caliphate
Zenaida,: a genus of tropical American pigeons that has one species (Zenaida aurita) reaching the West Indies and formerly the Florida coast and one (Zenaida asiatica) occurring in the southwestern United States
Zenaidura,: a genus of pigeons that includes the common American mourning dove
zenana,: the part of a Hindu or Muslim dwelling (as in India) that is reserved for the women of the household
Zend,: avesta
zenith,: the point of the celestial sphere that is directly opposite the nadir and vertically above the observer  � see azimuth illustration
zenithal,": of, relating to, or located at or near the zenith"
zenithward,: toward the zenith
zenithwards,: toward the zenith
Zenobia,died after a.d. 274 queen of Palmyra (267?�272)
Zenonian,": of or relating to the Eleatic philosopher Zeno, his doctrines, or his paradoxes"
zeolite,": any of various hydrous silicates that are analogous in composition to the feldspars, occur as secondary minerals in cavities of lavas, and can act as ion-exchangers"
zeolitic,": any of various hydrous silicates that are analogous in composition to the feldspars, occur as secondary minerals in cavities of lavas, and can act as ion-exchangers"
zeolitization,: the act or process of zeolitizing
zeolitize,: to convert into a zeolite
Zep,: zeppelin
zephyr,: a breeze from the west
Zephyranthes,": a genus of American bulbous plants (family Amaryllidaceae) having pink, white, or yellowish solitary flowers with broad segments and stamens of different lengths"
zephyrean,": of the character of, resembling, or suggesting a light breeze"
zephyrous,": of the character of, resembling, or suggesting a light breeze"
zephyrus,: the Greek god of the west wind
Zeppelin,: a rigid airship consisting of a cylindrical trussed and covered frame supported by internal gas cells
zeppelin,: a rigid airship consisting of a cylindrical trussed and covered frame supported by internal gas cells
zequin,: zecchino
zerda,: fennec
zero,: the arithmetical symbol 0 or 0̸ denoting the absence of all magnitude or quantity
zeroize,: to return (as a calculating machine) to zero
zest,: a piece of the peel of a citrus fruit (such as an orange or lemon) used as flavoring
zestful,: a piece of the peel of a citrus fruit (such as an orange or lemon) used as flavoring
zestfully,: a piece of the peel of a citrus fruit (such as an orange or lemon) used as flavoring
zestfulness,: a piece of the peel of a citrus fruit (such as an orange or lemon) used as flavoring
zesty,: having or characterized by zest : appealingly piquant or lively
zeta,: the 6th letter of the Greek alphabet  � see Alphabet Table
zetetic,: proceeding by inquiry
Zeuglodon,: any of the extinct slender toothed whales constituting the genus Basilosaurus
zeuglodon,: any of the extinct slender toothed whales constituting the genus Basilosaurus
zeuglodont,: any of the extinct slender toothed whales constituting the genus Basilosaurus
Zeuglodontia,: a suborder of Cetacea comprising extinct Eocene and Miocene toothed whales of Basilosaurus and related genera
zeuglodontoid,: zeuglodontian
zeugma,": the use of a word to modify or govern two or more words usually in such a manner that it applies to each in a different sense or makes sense with only one (as in ""opened the door and her heart to the homeless boy"")"
zeunerite,": a mineral Cu(UO2)2(AsO4)2.10−16H2O consisting of a hypothetical hydrous copper uranium arsenate analogous to torbernite, autunite, uranocircite, sal�eite, and uranospinite and found in natural specimens that generally prove to be metazeunerite"
Zeus,: the king of the gods and husband of Hera in Greek mythology  � compare jupiter
Zeuzera,: a genus (the type of the family Zeuzeridae) of moths including the leopard moth and some related moths
Zeuzeridae,: a family of moths that is often considered a subfamily of Cossidae and that comprises the leopard moth and other large dull mottled grayish or brownish moths  � see xyleutes
ziamet,: a fief formerly granted for service in the Turkish army
ziara,: a tomb of a Muslim saint : shrine
ziarat,: a tomb of a Muslim saint : shrine
zibeline,": a soft lustrous wool fabric with mohair, alpaca, or camel's hair"
zibet,: a common Asiatic civet cat (Viverra zibetha)
zieger,: a cheese made from whey consisting principally of albumin
zietrisikite,: a mineral wax resembling ozokerite
zig,": one of the sharp turns, angles, or alterations in a zigzag course"
ziggurat,: an ancient Mesopotamian temple tower consisting of a lofty pyramidal structure built in successive stages with outside staircases and a shrine at the top
zigzag,": one of a series of short sharp turns, angles, or alterations in a course"
zigzagged,": one of a series of short sharp turns, angles, or alterations in a course"
zigzaggedly,: in a zigzag manner
zigzaggedness,: the quality or state of being zigzag
zigzagger,: one that zigzags
zigzaggery,: a zigzag method or course
zigzaggy,": one of a series of short sharp turns, angles, or alterations in a course"
zillah,: an administrative district or division in India
zimarra,": a black cassock with attached cape and purple sash, buttons, and piping worn especially in the house by Roman Catholic prelates"
zimb,: a large two-winged fly native to Abyssinia and probably of the family Tabanidae
zimbabwe,archaeological site of a people that flourished especially from the 11th to 15th centuries in the northeastern part of the present-day country of Zimbabwe
zimbalon,: cimbalom
zimbaloon,: cimbalom
zimmis,: a person living in a region overrun by Muslim conquest who was accorded a protected status and allowed to retain his or her original faith
zimocca,: a rather harsh commercial sponge (Spongia zimocca or S. officinalis zimocca) of a massive more or less conical form occurring in the Mediterranean Sea
zinc,": a bluish-white metallic element that is ductile when pure but in the commercial form is brittle at ordinary temperatures and becomes ductile on slight heating, occurs abundantly in minerals, is an essential micronutrient for both plants and animals, and is used especially in alloys and as a protective coating in galvanizing iron and steel  � see Chemical Elements Table"
zincate,: any of various compounds (as the sodium hydroxo-zincates Na[ZN(OH)3].3H2O and Na2[Zn(OH)4].2H2O) formed by reaction of zinc oxide or zinc with solutions of alkalies
zincic,": relating to, containing, or resembling zinc"
zinciferous,: containing or yielding zinc
zincification,: the act or process of zincifying
zincify,": to coat or impregnate with zinc : zinc, galvanize"
zincing,": a bluish-white metallic element that is ductile when pure but in the commercial form is brittle at ordinary temperatures and becomes ductile on slight heating, occurs abundantly in minerals, is an essential micronutrient for both plants and animals, and is used especially in alloys and as a protective coating in galvanizing iron and steel  � see Chemical Elements Table"
zincite,": a brittle deep-red to orange-yellow hexagonal mineral ZnO consisting of zinc oxide that occurs in massive or granular form (hardness 4�4.5, specific gravity 5.43�5.7)"
zincky,": relating to, containing, or having the appearance of zinc"
zinco,: a zinc linecut
zincograph,: a zinc plate prepared for use in zincography
zincographic,": of, relating to, or produced by zincography"
zincographical,": of, relating to, or produced by zincography"
zincography,: the art or process of engraving or photoengraving letterpress printing surfaces on zinc
zincotype,: zincograph
zincous,: zincic
zincum,: zinc
zinfandel,: a dry red table wine made from a small black grape that is grown chiefly in California
zing,: a shrill humming noise
zingel,: a small brownish green edible freshwater European perch (Zingel zingel) having a round elongated body and a prominent snout
zingerone,: a pungent crystalline phenolic ketone C11H14O3 present in traces in ginger oil but made synthetically from vanillin and acetone; 4-(3-oxo-butyl)-guaiacol  � see shogaol
Zingiber,": a genus of tropical Asiatic and Polynesian plants (family Zingiberaceae) having tuberous rootstocks, leafy stems, and a coned cluster of imbricated bracts of which each bract encloses from one to three flowers  � see ginger"
Zingiberaceae,: a family of tropical monocotyledonous plants (order Musales) consisting of leafy perennial herbs with aromatic rootstocks and very irregular flowers having a single perfect stamen
zingiberaceous,: a family of tropical monocotyledonous plants (order Musales) consisting of leafy perennial herbs with aromatic rootstocks and very irregular flowers having a single perfect stamen
zingiberene,: a liquid sesquiterpene hydrocarbon C15H24 constituting with bisabolene the chief component of ginger oil
zingiberol,: a fragrant liquid sesquiterpenoid alcohol C15H25OH obtained from ginger oil
zink,: cornett sense 1
zinkenite,": a steel-gray mineral Pb6Sb14S27 of metallic luster consisting of a lead antimony sulfide and occurring in orthorhombic crystals and in masses (hardness 3�3.5, specific gravity 5.30�5.35)"
Zinnia,: any of a genus (Zinnia) of tropical American composite herbs and low shrubs that have showy flower heads with long-lasting ray flowers
zinnwaldite,": a pale violet, yellow, brown, or dark gray mineral K2(Li,Fe,Al)6(Si,Al)8O20(OH,F)4 that consists of mica containing iron and lithium"
Zion,: the Jewish people : israel
Zionism,: an international movement originally for the establishment of a Jewish national or religious community in Palestine and later for the support of modern Israel
Zionist,: an international movement originally for the establishment of a Jewish national or religious community in Palestine and later for the support of modern Israel
Zionistic,: an international movement originally for the establishment of a Jewish national or religious community in Palestine and later for the support of modern Israel
Zionite,: a citizen of Zion : one of the chosen people of God
Zionward,: toward Zion : heavenward
zip,": to move, act, or function with speed and vigor"
Ziphiidae,: a family of toothed whales that comprise the beaked whales
ziphioid,: of or relating to the Ziphiidae
Ziphius,: a genus (the type of the family Ziphiidae) of nearly cosmopolitan beaked whales
Zipper,: a fastener consisting of two rows of metal or plastic teeth on strips of tape and a sliding piece that closes an opening by drawing the teeth together
zipper,: a fastener consisting of two rows of metal or plastic teeth on strips of tape and a sliding piece that closes an opening by drawing the teeth together
zipping,": to move, act, or function with speed and vigor"
zippy,: full of zip: such as
Zips,": to move, act, or function with speed and vigor"
zircon,: a tetragonal mineral consisting of a silicate of zirconium and occurring usually in brown or grayish square prisms of adamantine luster or sometimes in transparent forms which are used as gems
zirconate,: any of various compounds (as sodium zirconate Na2ZrO3) obtained usually by heating zirconium oxide and a metal oxide or carbonate
zirconia,": a white crystalline compound ZrO2 used especially in refractories, in thermal and electric insulation, in abrasives, and in enamels and glazes"
zirconic,": of, relating to, or containing zirconium"
zirconiferous,: containing or yielding zircon
zirconium,": a steel-gray hard ductile metallic element with a high melting point that occurs widely in combined form (as in zircon), is highly resistant to corrosion, and is used especially in alloys and in refractories and ceramics  � see Chemical Elements Table"
zirconoid,: a ditetragonal dipyramid
zirconyl,: the bivalent radical ZrO consisting of zirconium and oxygen
zither,: a stringed instrument having usually 30 to 40 strings over a shallow horizontal soundboard and played with pick and fingers
zitherist,: a stringed instrument having usually 30 to 40 strings over a shallow horizontal soundboard and played with pick and fingers
Zizania,: a genus of tall monoecious grasses having long flat leaves and ample panicles of one-flowered spikelets  � see wild rice
Zizia,": a small genus of North American herbs (family Umbelliferae) with ternately compound leaves, yellow flowers in compound umbels, and flat wingless fruit  � see golden alexander , golden meadow parsnip"
zloty,the basic monetary unit of Poland  � see Money Table
zo,": a facility with usually indoor and outdoor settings where living, typically wild animals are kept especially for public exhibition"
Zoa,: animals
zoa,: animals
Zoantharia,: a subclass of Anthozoa that comprises forms with a hexamerous arrangement of the usually simple tentacles or septa or both and that includes most of the recent corals and sea anemones
zoantharian,: any of a subclass (Hexacorallia synonym Zoantharia) of anthozoans having tentacles or septa or both that are typically six or a multiple of six in number and including most of the recent corals and sea anemones
zoanthid,: a coelenterate of the order Zoanthidea
Zoanthidea,: a small order of Zoantharia comprising solitary or colonial and mostly epizoic coelenterates resembling small sea anemones but distinguished by absence of a pedal disk and by an arrangement of mesenteries suggesting that of the fossil tetracorals
zoanthodeme,: the aggregate of zooids in a compound anthozoan
zoanthoid,: a coelenterate of the order Zoanthidea
zoanthropy,: a monomania in which a person believes himself changed into an animal and acts like one
Zoanthus,": a large genus (the type of the family Zoanthidae) of zoanthidean colonial polyps that are widely distributed in tropical seas, are united at their bases by stolons, resemble groups of small anemones, and have short, brightly colored tentacles"
Zoarces,: the type genus of the family Zoarcidae
zoarcidae,: a family of chiefly arctic and antarctic blennies comprising the eelpouts
zoaria,: a colony of colonial bryozoans
zoarial,: of or relating to a zoarium
Zoarite,": a member of a 19th century communal sect of German Protestant separatists and founders of the Zoar Community at Zoar, Ohio in 1817"
zoarium,: a colony of colonial bryozoans
zocco,: socle
zoccolo,: socle
zodiac,: an imaginary band in the heavens centered on the ecliptic that encompasses the apparent paths of all the planets and is divided into 12 constellations or signs each taken for astrological purposes to extend 30 degrees of longitude
zodiacal,: an imaginary band in the heavens centered on the ecliptic that encompasses the apparent paths of all the planets and is divided into 12 constellations or signs each taken for astrological purposes to extend 30 degrees of longitude
zodiophilous,: zoophilic sense a
zoea,": a free-swimming planktonic larval form of many decapod crustaceans and especially crabs that has a relatively large cephalothorax, conspicuous eyes, and fringed antennae and mouthparts"
zoeaform,: having the form or appearance of a zoea
zoeal,": of, relating to, or being a zoea"
zoetic,": of or relating to life : living, vital"
zoetrope,: an optical toy in which figures on the inside of a revolving cylinder are viewed through slits in its circumference and appear like a single animated figure
zogo,: something that is sacred or holy to the people of the Torres strait
zoic,: having a (specified) animal mode of existence
zoid,: zooid
zoidiophilous,: zoophilic sense a
zoidogamous,: fertilizing by a spermatozoid or motile cell
zoisite,: an orthorhombic mineral that consists of a basic silicate of calcium and aluminum and is related to epidote
zoisitization,: the process of converting feldspar into zoisite  � compare saussuritization
zoism,: a doctrine that the phenomena of life are due to a peculiar vital principle : the theory of �lan vital
zoist,: an advocate or adherent of the doctrine of zoism
zoistic,: an advocate or adherent of the doctrine of zoism
zokor,: a burrowing rodent (Myotalpa aspalax) native to the Altai mountains that resembles a mole rat
Zolaesque,�mile 1840�1902 French novelist
Zollernia,": a small genus of Brazilian timber trees (family Leguminosae) with simply pinnate leaves, nearly regular flowers, and a woody legume"
zolotnik,: a Russian unit of weight equal to 4.266 grams or a small fraction of an ounce
zombi,: a will-less and speechless human (as in voodoo belief and in fictional stories) held to have died and been supernaturally reanimated
zombie,: a will-less and speechless human (as in voodoo belief and in fictional stories) held to have died and been supernaturally reanimated
zombiism,: the beliefs and practices of the cult of the zombie
zonal,": of, relating to, affecting, or having the form of a zone"
zonally,": of, relating to, affecting, or having the form of a zone"
Zonaria,: a division of Mammalia comprising forms (as the carnivores and various ungulates) having a zonary placenta
zonary,: zonal
zonate,": marked with zones : ringed, belted"
zonated,": marked with zones : ringed, belted"
zonation,: structure or arrangement in zones
zone,": any of five great divisions of the earth's surface with respect to latitude and temperature  � compare frigid zone, temperate zone, torrid zone"
zoned,": any of five great divisions of the earth's surface with respect to latitude and temperature  � compare frigid zone, temperate zone, torrid zone"
zoneless,: wearing no zone or girdle : ungirt
zoniferous,: having a zone : zoned
zoning,": the act or process of partitioning a city, town, or borough into zones reserved for different purposes (such as residence or business)"
zonite,: a body segment of a diplopod
Zonites,: the type genus of the family Zonitidae
zonitid,: of or relating to the Zonitidae
Zonitidae,: a family of small terrestrial snails (suborder Stylommatophora) having a thin depressed shell with sharp peristome
Zonitoides,: a genus of usually small rather flat amber-colored land snails (family Zonitidae) that have a simple lip not turned back
zonochlorite,: an impure prehnite occurring in green pebbles of banded structure
zonociliate,: having a band of cilia
zonolimnetic,: of or relating to a definite zone in depth
zonoplacental,: having a zonary placenta
Zonotrichia,": a genus of rather large New World sparrows (family Fringillidae) occurring chiefly in western North America and having the upperparts largely brown and the underparts unmarked grayish white  � see gambel sparrow , golden-crowned sparrow, white-crowned sparrow, white-throated sparrow"
Zonta,: one of an organization of service clubs made up of executive women each of whom is a sole representative of one business or profession in a community
Zontian,: a member of a service club made up of executive women each of whom is a sole representative of one business or profession in a community
zonular,": of, relating to, or affecting an anatomical zone"
zonule,: zonule of zinn
zonure,: girdle-tailed lizard
zoo,": a facility with usually indoor and outdoor settings where living, typically wild animals are kept especially for public exhibition"
zoobenthos,: animal life of the benthos
zoocecidium,": a plant gall caused by an animal (as an insect, mite, or nematode worm)"
Zoochlorella,: any of various minute green algae (genus Chlorella) that habitually live symbiotically within the cytoplasm of some protozoans and other invertebrates
zoochore,: a plant distributed by living animals
zoocultural,: zootechnical
zooculture,: zootechny
zooecia,: a sac or chamber secreted and lived in by a bryozoan zooid
zooecial,": of, relating to, or constituting a zooecium"
zooecium,: a sac or chamber secreted and lived in by a bryozoan zooid
zooerastia,: bestiality
zoogamete,: a motile gamete especially of a plant (as an alga)
zoogenic,: caused by or associated with animals or their activities
zoogenous,: zoogenic
zoogeographer,: a branch of biogeography concerned with the geographic distribution of animals and especially with the determination of the areas characterized by specific groups of animals and the study of the causes and significance of such groups
zoogeographic,: a branch of biogeography concerned with the geographic distribution of animals and especially with the determination of the areas characterized by specific groups of animals and the study of the causes and significance of such groups
zoogeographical,: a branch of biogeography concerned with the geographic distribution of animals and especially with the determination of the areas characterized by specific groups of animals and the study of the causes and significance of such groups
zoogeographically,: a branch of biogeography concerned with the geographic distribution of animals and especially with the determination of the areas characterized by specific groups of animals and the study of the causes and significance of such groups
zoogeography,: a branch of biogeography concerned with the geographic distribution of animals and especially with the determination of the areas characterized by specific groups of animals and the study of the causes and significance of such groups
zoogloea,: a gelatinous or mucilaginous mass that is characteristic of the growth of various bacteria when growing in fluid media rich in organic material and is made up of the bodies of the bacteria embedded in a matrix of swollen confluent capsule substance
zoogloeal,: a gelatinous or mucilaginous mass that is characteristic of the growth of various bacteria when growing in fluid media rich in organic material and is made up of the bodies of the bacteria embedded in a matrix of swollen confluent capsule substance
zoogonidium,": an active or motile gonidium : swarm spore, zoospore"
zoografting,: the use of animal tissue in surgical grafting
zoographer,: one who describes or depicts animals and their forms and habits
zoographic,": of, relating to, or consisting of graphic or verbal description of animals"
zoographical,": of, relating to, or consisting of graphic or verbal description of animals"
zoography,: descriptive zoology
zooid,": one of the asexually produced individuals of a compound organism (such as a bryozoan, siphonophore, or coral colony)"
zooidiophilous,: zoophilic sense a
zoolater,: one that practices zoolatry
zoolatrous,": of, relating to, or constituting zoolatry"
zoolatry,: animal worship
zoologer,: zoologist
zoologic,": of, relating to, or concerned with zoology"
zoological,": of, relating to, or concerned with zoology"
zoologically,": of, relating to, or concerned with zoology"
zoologist,: a branch of biology concerned with the classification and the properties and vital phenomena of animals
zoologize,: to study zoology
zoology,: a branch of biology concerned with the classification and the properties and vital phenomena of animals
zoom,: to move with a loud low hum or buzz
Zoomastigina,": a subclass of Mastigophora that comprises holozoic or saprozoic flagellates lacking chromatophores and stigma and that includes the orders Hypermastigina, Polymastigina, Protomonadina, and Rhizomastigina  � compare phytomastigina"
zoometric,: designed for the measurement of animals and especially for the estimation of a measure of bulk (as weight) through determination of some linear measurement (as girth)
zoomimic,: imitative of animal behavior especially in the use of animal parts (as teeth and horns) in making tools and weapons
zoomorph,: having the form of an animal
zoomorphic,: having the form of an animal
zoomorphism,: the representation of deity in the form or with the attributes of the lower animals
zoomorphize,: to conceive of or symbolize or represent (a deity or supernatural being) as an animal
zoon,: animal : zooid
zoonomy,: physiology
zoonosis,: an infection or disease that is transmissible from animals to humans under natural conditions
zoonotic,: an infection or disease that is transmissible from animals to humans under natural conditions
zoopaleontology,: paleozoology
zooparasite,: a parasitic animal
zooparasitic,: a parasitic animal
zoopathological,: of or relating to zoopathology
zoopathology,: a branch of pathology dealing with the diseases of the lower animals
Zoophaga,: a major division of Mammalia comprising the flesh-eating mammals
zoophagan,: a major division of Mammalia comprising the flesh-eating mammals
Zoophagineae,: a suborder of Virales comprising animal parasitic viruses
zoophagous,: feeding on animals : carnivorous
zoopharmacological,: of or relating to the pharmacology of animal organs or tissues
zoopharmacy,: veterinary pharmacy
zoophile,: a zoophilic individual
zoophilia,: an erotic fixation on animals that may result in sexual excitement through real or imagined contact
zoophilic,: having an attraction to or preference for animals
zoophilism,: attraction to or preference for animals: as
zoophilist,: a lover of animals:
zoophilite,: zoophilist
zoophilitic,: zoophilist
zoophilous,: having an attraction to or preference for animals
zoophily,: zoophilia
zoophobia,: abnormal fear of animals
zoophoric,": of, relating to, or employing a zoophorus"
zoophorus,: a frieze having continuous relief sculptures of men or animals or both
zoophysics,: the scientific study of the physical principles underlying the structure and uses of the organs of animals
Zoophyta,": an extensive artificial and heterogenous group of invertebrates mostly incapable of locomotion that commonly includes all or many of the forms distinguished as coelenterates, sponges, bryozoans, echinoderms, protozoans, and worms but is sometimes restricted to coelenterates and sponges or to anthozoans alone"
zoophyte,: an invertebrate animal (such as a coral or sponge) more or less resembling a plant in appearance or mode of growth
zooplankton,: plankton composed of animals
zooplanktonic,: plankton composed of animals
zoopraxiscope,: a motion-picture projector invented about 1882
zoosperm,": spermatozoid, spermatozoon"
zoosporangia,: a spore case or sporangium bearing zoospores
zoosporangiophore,: a sporangiophore that bears zoosporangia
zoosporangium,: a spore case or sporangium bearing zoospores
zoospore,: an independently motile spore
zoosporic,: an independently motile spore
zoosporocyst,: a unicellular zoosporangium  � compare sporocyst
zootaxy,: zoological taxonomy
zootechnic,: of or relating to the technology of animal husbandry
zootechnics,: of or relating to the technology of animal husbandry
zootechny,": the scientific art of maintaining and improving animals under domestication including breeding, genetics, nutrition, and housing : the technology of animal husbandry"
zootheism,: belief in animal gods  � compare zoolatry
zootherapy,: veterinary therapeutics
zootomy,: animal anatomy especially as studied on a comparative basis
zoototemism,: belief in or use of animals as totems
zootrophic,: heterotrophic
zootype,: an animal serving as a type
zootypic,: an animal serving as a type
zooxanthella,: any of various symbiotic dinoflagellates that live within the cells of other organisms (such as reef-building coral polyps)
zooxanthellae,: any of various symbiotic dinoflagellates that live within the cells of other organisms (such as reef-building coral polyps)
zoozoo,: wood pigeon sense 1
Zoque,": a Zoquean people of Oaxaca, Chiapas, and Tabasco in Mexico"
Zoquean,: a Mexican Indian people of eastern Tabasco and the adjacent districts of Chiapas and Oaxaca
Zoraptera,": an order of minute terrestrial commonly apterous insects that are widely distributed in the warmer parts of the world, form a single genus (Zorotypus), and are related to the order Corrodentia in which they are often included as a suborder"
zoril,: striped muishond
zorillo,: a tropical American shrub or small tree (Roupala darienensis) of the family Proteaceae that has an offensive skunklike odor and is used as a remedy for headache
Zoroastrian,": a Persian religion founded in the sixth century b.c. by the prophet Zoroaster, promulgated in the Avesta, and characterized by worship of a supreme god Ahura Mazda who requires good deeds for help in his cosmic struggle against the evil spirit Ahriman"
Zoroastrianism,": a Persian religion founded in the sixth century b.c. by the prophet Zoroaster, promulgated in the Avesta, and characterized by worship of a supreme god Ahura Mazda who requires good deeds for help in his cosmic struggle against the evil spirit Ahriman"
Zorotypus,: the sole genus of the order Zoraptera
zoster,: shingles
Zostera,": a small genus of widely distributed marine plants (family Potamogetonaceae) with branching stems, distichous leaves, and monoecious flowers that are borne in a spadix  � see eelgrass"
Zosteraceae,: a family of widely distributed marine or aquatic herbs (order Naiadales) that is nearly or exactly equivalent to Potamogetonaceae
zosteriform,: resembling shingles
Zosterops,: the type genus of the family Zosteropidae
Zouave,: a member of a French infantry unit originally composed of Algerians wearing a brilliant uniform and conducting a quick spirited drill
Zoysia,: any of a genus (Zoysia) of creeping perennial grasses of southeastern Asia and New Zealand having fine wiry leaves and including some suitable for lawn grasses especially in warm regions
zucchetto,: a small round skullcap worn by Roman Catholic ecclesiastics in colors that vary according to the rank of the wearer
zucchini,: a smooth usually cylindrical dark green summer squash
zuisin,: baldpate sense 2
Zulu,: a member of a Bantu-speaking people of Natal
zumbooruk,: a small cannon mounted on a swivel
Zuni,: a member of an American Indian people of western New Mexico
Zunian,: a language family consisting of Zuni only
zunyite,": a mineral Al13Si5O20(OH,F)18Cl consisting of a basic silicate, chloride, and flouride of aluminum and occurring in minute transparent tetrahedrons"
Zutugil,": an Indian people of the south shore of Lake Atitlan, Guatemala"
zuurveldt,: sourveld
zwanziger,: a formerly used Austrian and German billon coin of 20 kreuzers
Zwieback,: a usually sweetened bread enriched with eggs that is baked and then sliced and toasted until dry and crisp
zwieback,: a usually sweetened bread enriched with eggs that is baked and then sliced and toasted until dry and crisp
Zwinglian,: of or relating to Ulrich Zwingli or his teachings and especially his doctrine that Christ's presence in the Eucharist is not corporeal but symbolic
Zwinglianism,: of or relating to Ulrich Zwingli or his teachings and especially his doctrine that Christ's presence in the Eucharist is not corporeal but symbolic
zwitterion,: a dipolar ion
zwitterionic,: a dipolar ion
zygadenine,: a crystalline alkaloid C27H43NO7 that is obtained from plants of a genus (Zigadenus) of the lily family (Liliaceae)
zygaenid,: of or relating to the Zygaenidae
Zygaenidae,": a family of moths including the foresters, burnet moths, and related moths most of which are bright-colored and day-flying"
zygantra,: a fossa on the posterior median part of the neural arch of a vertebra (as of a snake) that accommodates the zygosphene of the next vertebra
zygantrum,: a fossa on the posterior median part of the neural arch of a vertebra (as of a snake) that accommodates the zygosphene of the next vertebra
zygapophysis,: any of the articular processes of the neural arch of a vertebra of which there are usually two anterior and two posterior
